name,compound,areal_density,mu_E,sig_E
Fe01,Fe,20.053,45.95735852962963,0.47875292245347123
Al01Front,Al,1.535,45.78968592592593,0.46337004749231625
Th01,Th,17.151,45.6924794,0.468937524131523
Al01Back,Al,1.535,45.59519510000001,0.46481735081547604
Cu01,Cu,22.251,45.41807432962963,0.48472678396601504
Al01_Degrader,Al,415.0,41.3496067124183,2.4987913133139714
Fe02,Fe,20.111,37.07235178148149,0.5661786037588455
Al02Front,Al,1.532,36.87423723703704,0.5486642968717739
Th02,Th,17.166,36.760963140740756,0.555322302683636
Al02Back,Al,1.532,36.6474255962963,0.5510286186852543
Cu02,Cu,22.054,36.44002458148148,0.5748412531094209
Al02_Degrader,Al,261.5,33.32938351250001,1.9272652443106348
Fe03,Fe,19.975,30.067956881481482,0.6655541924582988
Al03Front,Al,1.545,29.836937448148152,0.6465984749415443
Th03,Th,17.37,29.70397175555556,0.6551076485578223
Al03Back,Al,1.545,29.5708206962963,0.6506185348874336
Cu03,Cu,22.235,29.324761355555555,0.6802520981220465
Al03_Degrader,Al,68.3,28.21680649814815,0.9066304435067507
Al03b_Degrader,Al,68.3,26.397547393650797,0.9448635409360304
Fe04,Fe,20.29,25.21114363703704,0.7627410334461875
Al04Front,Al,1.546,24.94329556666667,0.7420812148697526
Th04,Th,17.51,24.791760929629632,0.7523737155394642
Al04Back,Al,1.546,24.639835270370373,0.7483855872872025
Cu04,Cu,22.21,24.357714581481485,0.7839315382930502
