natTi(p,x)48V


	fit	fit
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
MeV	mb	mb	(MBq/uAh)	(uCi/uAh)	(MBq/uA)
44.8	20.47	0.86	3.21E+01	8.67E+02	3.21E+01
44.9	20.38	0.86	3.21E+01	8.68E+02	3.21E+01
45.0	20.29	0.87	3.22E+01	8.69E+02	3.21E+01
45.1	20.21	0.87	3.22E+01	8.70E+02	3.22E+01
45.2	20.12	0.86	3.22E+01	8.71E+02	3.22E+01
45.3	20.03	0.86	3.23E+01	8.72E+02	3.22E+01
45.4	19.95	0.86	3.23E+01	8.73E+02	3.23E+01
45.5	19.87	0.85	3.23E+01	8.74E+02	3.23E+01
45.6	19.79	0.85	3.24E+01	8.74E+02	3.23E+01
45.7	19.71	0.85	3.24E+01	8.75E+02	3.24E+01
45.8	19.63	0.84	3.24E+01	8.76E+02	3.24E+01
45.9	19.55	0.84	3.24E+01	8.77E+02	3.24E+01
46.0	19.47	0.84	3.25E+01	8.78E+02	3.25E+01
46.1	19.39	0.83	3.25E+01	8.79E+02	3.25E+01
46.2	19.32	0.83	3.25E+01	8.80E+02	3.25E+01
46.3	19.24	0.83	3.26E+01	8.80E+02	3.25E+01
46.4	19.17	0.82	3.26E+01	8.81E+02	3.26E+01
46.5	19.10	0.82	3.26E+01	8.82E+02	3.26E+01
46.6	19.02	0.82	3.27E+01	8.83E+02	3.26E+01
46.7	18.95	0.81	3.27E+01	8.84E+02	3.27E+01
46.8	18.88	0.81	3.27E+01	8.85E+02	3.27E+01
46.9	18.81	0.81	3.28E+01	8.85E+02	3.27E+01
47.0	18.74	0.80	3.28E+01	8.86E+02	3.28E+01
47.1	18.68	0.80	3.28E+01	8.87E+02	3.28E+01
47.2	18.61	0.80	3.29E+01	8.88E+02	3.28E+01
47.3	18.54	0.80	3.29E+01	8.89E+02	3.29E+01
47.4	18.48	0.79	3.29E+01	8.90E+02	3.29E+01
47.5	18.41	0.79	3.29E+01	8.90E+02	3.29E+01
47.6	18.35	0.79	3.30E+01	8.91E+02	3.29E+01
47.7	18.28	0.79	3.30E+01	8.92E+02	3.30E+01
47.8	18.22	0.78	3.30E+01	8.93E+02	3.30E+01
47.9	18.16	0.78	3.31E+01	8.94E+02	3.30E+01
48.0	18.10	0.78	3.31E+01	8.95E+02	3.31E+01
48.1	18.04	0.77	3.31E+01	8.95E+02	3.31E+01
48.2	17.98	0.77	3.32E+01	8.96E+02	3.31E+01
48.3	17.92	0.77	3.32E+01	8.97E+02	3.32E+01
48.4	17.86	0.77	3.32E+01	8.98E+02	3.32E+01
48.5	17.80	0.76	3.32E+01	8.99E+02	3.32E+01
48.6	17.74	0.76	3.33E+01	8.99E+02	3.32E+01
48.7	17.68	0.76	3.33E+01	9.00E+02	3.33E+01
48.8	17.62	0.76	3.33E+01	9.01E+02	3.33E+01
48.9	17.57	0.75	3.34E+01	9.02E+02	3.33E+01
49.0	17.51	0.75	3.34E+01	9.03E+02	3.34E+01
49.1	17.45	0.75	3.34E+01	9.03E+02	3.34E+01
49.2	17.40	0.75	3.35E+01	9.04E+02	3.34E+01
49.3	17.34	0.74	3.35E+01	9.05E+02	3.35E+01
49.4	17.29	0.74	3.35E+01	9.06E+02	3.35E+01
49.5	17.24	0.74	3.35E+01	9.07E+02	3.35E+01
49.6	17.18	0.74	3.36E+01	9.07E+02	3.35E+01
49.7	17.13	0.74	3.36E+01	9.08E+02	3.36E+01
49.8	17.07	0.73	3.36E+01	9.09E+02	3.36E+01
49.9	17.02	0.73	3.37E+01	9.10E+02	3.36E+01
50.0	16.97	0.75	3.37E+01	9.11E+02	3.37E+01
50.1	16.92	0.75	3.37E+01	9.11E+02	3.37E+01
50.2	16.86	0.75	3.37E+01	9.12E+02	3.37E+01
50.3	16.81	0.74	3.38E+01	9.13E+02	3.37E+01
50.4	16.76	0.74	3.38E+01	9.14E+02	3.38E+01
50.5	16.71	0.74	3.38E+01	9.14E+02	3.38E+01
50.6	16.66	0.74	3.39E+01	9.15E+02	3.38E+01
50.7	16.61	0.73	3.39E+01	9.16E+02	3.39E+01
50.8	16.56	0.73	3.39E+01	9.17E+02	3.39E+01
50.9	16.51	0.73	3.40E+01	9.18E+02	3.39E+01
51.0	16.46	0.73	3.40E+01	9.18E+02	3.39E+01
51.1	16.41	0.73	3.40E+01	9.19E+02	3.40E+01
51.2	16.36	0.72	3.40E+01	9.20E+02	3.40E+01
51.3	16.31	0.72	3.41E+01	9.21E+02	3.40E+01
51.4	16.26	0.72	3.41E+01	9.21E+02	3.41E+01
51.5	16.21	0.72	3.41E+01	9.22E+02	3.41E+01
51.6	16.16	0.71	3.42E+01	9.23E+02	3.41E+01
51.7	16.12	0.71	3.42E+01	9.24E+02	3.41E+01
51.8	16.07	0.71	3.42E+01	9.25E+02	3.42E+01
51.9	16.02	0.71	3.42E+01	9.25E+02	3.42E+01
52.0	15.97	0.71	3.43E+01	9.26E+02	3.42E+01
52.1	15.93	0.70	3.43E+01	9.27E+02	3.43E+01
52.2	15.88	0.70	3.43E+01	9.28E+02	3.43E+01
52.3	15.83	0.70	3.43E+01	9.28E+02	3.43E+01
52.4	15.79	0.70	3.44E+01	9.29E+02	3.43E+01
52.5	15.74	0.70	3.44E+01	9.30E+02	3.44E+01
52.6	15.70	0.69	3.44E+01	9.31E+02	3.44E+01
52.7	15.65	0.69	3.45E+01	9.31E+02	3.44E+01
52.8	15.61	0.69	3.45E+01	9.32E+02	3.45E+01
52.9	15.56	0.69	3.45E+01	9.33E+02	3.45E+01
53.0	15.52	0.69	3.45E+01	9.34E+02	3.45E+01
53.1	15.47	0.68	3.46E+01	9.34E+02	3.45E+01
53.2	15.43	0.68	3.46E+01	9.35E+02	3.46E+01
53.3	15.38	0.68	3.46E+01	9.36E+02	3.46E+01
53.4	15.34	0.68	3.47E+01	9.37E+02	3.46E+01
53.5	15.30	0.68	3.47E+01	9.37E+02	3.47E+01
53.6	15.25	0.67	3.47E+01	9.38E+02	3.47E+01
53.7	15.21	0.67	3.47E+01	9.39E+02	3.47E+01
53.8	15.17	0.67	3.48E+01	9.40E+02	3.47E+01
53.9	15.13	0.67	3.48E+01	9.40E+02	3.48E+01
54.0	15.08	0.67	3.48E+01	9.41E+02	3.48E+01
54.1	15.04	0.66	3.48E+01	9.42E+02	3.48E+01
54.2	15.00	0.66	3.49E+01	9.43E+02	3.48E+01
54.3	14.96	0.66	3.49E+01	9.43E+02	3.49E+01
54.4	14.92	0.66	3.49E+01	9.44E+02	3.49E+01
54.5	14.88	0.66	3.50E+01	9.45E+02	3.49E+01
54.6	14.84	0.66	3.50E+01	9.45E+02	3.50E+01
54.7	14.80	0.65	3.50E+01	9.46E+02	3.50E+01
54.8	14.76	0.65	3.50E+01	9.47E+02	3.50E+01
54.9	14.72	0.65	3.51E+01	9.48E+02	3.50E+01
55.0	14.68	0.65	3.51E+01	9.48E+02	3.51E+01
55.1	14.64	0.65	3.51E+01	9.49E+02	3.51E+01
55.2	14.60	0.65	3.51E+01	9.50E+02	3.51E+01
55.3	14.56	0.64	3.52E+01	9.51E+02	3.51E+01
55.4	14.52	0.64	3.52E+01	9.51E+02	3.52E+01
55.5	14.48	0.64	3.52E+01	9.52E+02	3.52E+01
55.6	14.45	0.64	3.53E+01	9.53E+02	3.52E+01
55.7	14.41	0.64	3.53E+01	9.53E+02	3.52E+01
55.8	14.37	0.64	3.53E+01	9.54E+02	3.53E+01
55.9	14.33	0.63	3.53E+01	9.55E+02	3.53E+01
56.0	14.30	0.63	3.54E+01	9.56E+02	3.53E+01
56.1	14.26	0.63	3.54E+01	9.56E+02	3.54E+01
56.2	14.22	0.63	3.54E+01	9.57E+02	3.54E+01
56.3	14.19	0.63	3.54E+01	9.58E+02	3.54E+01
56.4	14.15	0.63	3.55E+01	9.59E+02	3.54E+01
56.5	14.11	0.62	3.55E+01	9.59E+02	3.55E+01
56.6	14.08	0.62	3.55E+01	9.60E+02	3.55E+01
56.7	14.04	0.62	3.55E+01	9.61E+02	3.55E+01
56.8	14.01	0.62	3.56E+01	9.61E+02	3.55E+01
56.9	13.97	0.62	3.56E+01	9.62E+02	3.56E+01
57.0	13.94	0.62	3.56E+01	9.63E+02	3.56E+01
57.1	13.90	0.61	3.56E+01	9.64E+02	3.56E+01
57.2	13.87	0.61	3.57E+01	9.64E+02	3.56E+01
57.3	13.83	0.61	3.57E+01	9.65E+02	3.57E+01
57.4	13.80	0.61	3.57E+01	9.66E+02	3.57E+01
57.5	13.77	0.61	3.58E+01	9.66E+02	3.57E+01
57.6	13.73	0.61	3.58E+01	9.67E+02	3.57E+01
57.7	13.70	0.61	3.58E+01	9.68E+02	3.58E+01
57.8	13.67	0.60	3.58E+01	9.68E+02	3.58E+01
57.9	13.63	0.60	3.59E+01	9.69E+02	3.58E+01
58.0	13.60	0.60	3.59E+01	9.70E+02	3.59E+01
58.1	13.57	0.60	3.59E+01	9.71E+02	3.59E+01
58.2	13.53	0.60	3.59E+01	9.71E+02	3.59E+01
58.3	13.50	0.60	3.60E+01	9.72E+02	3.59E+01
58.4	13.47	0.60	3.60E+01	9.73E+02	3.60E+01
58.5	13.44	0.59	3.60E+01	9.73E+02	3.60E+01
58.6	13.41	0.59	3.60E+01	9.74E+02	3.60E+01
58.7	13.37	0.59	3.61E+01	9.75E+02	3.60E+01
58.8	13.34	0.59	3.61E+01	9.75E+02	3.61E+01
58.9	13.31	0.59	3.61E+01	9.76E+02	3.61E+01
59.0	13.28	0.59	3.61E+01	9.77E+02	3.61E+01
59.1	13.25	0.59	3.62E+01	9.78E+02	3.61E+01
59.2	13.22	0.58	3.62E+01	9.78E+02	3.62E+01
59.3	13.19	0.58	3.62E+01	9.79E+02	3.62E+01
59.4	13.16	0.58	3.62E+01	9.80E+02	3.62E+01
59.5	13.13	0.58	3.63E+01	9.80E+02	3.62E+01
59.6	13.10	0.58	3.63E+01	9.81E+02	3.63E+01
59.7	13.06	0.58	3.63E+01	9.82E+02	3.63E+01
59.8	13.03	0.58	3.63E+01	9.82E+02	3.63E+01
59.9	13.00	0.57	3.64E+01	9.83E+02	3.63E+01
60.0	12.98	0.61	3.64E+01	9.84E+02	3.64E+01
60.1	12.95	0.61	3.64E+01	9.84E+02	3.64E+01
60.2	12.92	0.61	3.65E+01	9.85E+02	3.64E+01
60.3	12.89	0.60	3.65E+01	9.86E+02	3.64E+01
60.4	12.86	0.60	3.65E+01	9.87E+02	3.65E+01
60.5	12.83	0.60	3.65E+01	9.87E+02	3.65E+01
60.6	12.80	0.60	3.66E+01	9.88E+02	3.65E+01
60.7	12.77	0.60	3.66E+01	9.89E+02	3.65E+01
60.8	12.74	0.60	3.66E+01	9.89E+02	3.66E+01
60.9	12.71	0.60	3.66E+01	9.90E+02	3.66E+01
61.0	12.68	0.59	3.67E+01	9.91E+02	3.66E+01
61.1	12.66	0.59	3.67E+01	9.91E+02	3.66E+01
61.2	12.63	0.59	3.67E+01	9.92E+02	3.67E+01
61.3	12.60	0.59	3.67E+01	9.93E+02	3.67E+01
61.4	12.57	0.59	3.68E+01	9.93E+02	3.67E+01
61.5	12.54	0.59	3.68E+01	9.94E+02	3.67E+01
61.6	12.52	0.59	3.68E+01	9.95E+02	3.68E+01
61.7	12.49	0.59	3.68E+01	9.95E+02	3.68E+01
61.8	12.46	0.58	3.69E+01	9.96E+02	3.68E+01
61.9	12.43	0.58	3.69E+01	9.97E+02	3.68E+01
62.0	12.41	0.58	3.69E+01	9.97E+02	3.69E+01
62.1	12.38	0.58	3.69E+01	9.98E+02	3.69E+01
62.2	12.35	0.58	3.70E+01	9.99E+02	3.69E+01
62.3	12.33	0.58	3.70E+01	9.99E+02	3.69E+01
62.4	12.30	0.58	3.70E+01	1.00E+03	3.70E+01
62.5	12.27	0.58	3.70E+01	1.00E+03	3.70E+01
62.6	12.25	0.57	3.71E+01	1.00E+03	3.70E+01
62.7	12.22	0.57	3.71E+01	1.00E+03	3.70E+01
62.8	12.19	0.57	3.71E+01	1.00E+03	3.71E+01
62.9	12.17	0.57	3.71E+01	1.00E+03	3.71E+01
63.0	12.14	0.57	3.72E+01	1.00E+03	3.71E+01
63.1	12.11	0.57	3.72E+01	1.00E+03	3.71E+01
63.2	12.09	0.57	3.72E+01	1.01E+03	3.72E+01
63.3	12.06	0.57	3.72E+01	1.01E+03	3.72E+01
63.4	12.04	0.56	3.73E+01	1.01E+03	3.72E+01
63.5	12.01	0.56	3.73E+01	1.01E+03	3.72E+01
63.6	11.99	0.56	3.73E+01	1.01E+03	3.73E+01
63.7	11.96	0.56	3.73E+01	1.01E+03	3.73E+01
63.8	11.94	0.56	3.74E+01	1.01E+03	3.73E+01
63.9	11.91	0.56	3.74E+01	1.01E+03	3.73E+01
64.0	11.89	0.56	3.74E+01	1.01E+03	3.74E+01
64.1	11.86	0.56	3.74E+01	1.01E+03	3.74E+01
64.2	11.84	0.56	3.74E+01	1.01E+03	3.74E+01
64.3	11.81	0.55	3.75E+01	1.01E+03	3.74E+01
64.4	11.79	0.55	3.75E+01	1.01E+03	3.75E+01
64.5	11.76	0.55	3.75E+01	1.01E+03	3.75E+01
64.6	11.74	0.55	3.75E+01	1.01E+03	3.75E+01
64.7	11.72	0.55	3.76E+01	1.02E+03	3.75E+01
64.8	11.69	0.55	3.76E+01	1.02E+03	3.76E+01
64.9	11.67	0.55	3.76E+01	1.02E+03	3.76E+01
65.0	11.64	0.55	3.76E+01	1.02E+03	3.76E+01
65.1	11.62	0.55	3.77E+01	1.02E+03	3.76E+01
65.2	11.60	0.54	3.77E+01	1.02E+03	3.77E+01
65.3	11.57	0.54	3.77E+01	1.02E+03	3.77E+01
65.4	11.55	0.54	3.77E+01	1.02E+03	3.77E+01
65.5	11.53	0.54	3.78E+01	1.02E+03	3.77E+01
65.6	11.50	0.54	3.78E+01	1.02E+03	3.78E+01
65.7	11.48	0.54	3.78E+01	1.02E+03	3.78E+01
65.8	11.46	0.54	3.78E+01	1.02E+03	3.78E+01
65.9	11.43	0.54	3.79E+01	1.02E+03	3.78E+01
66.0	11.41	0.54	3.79E+01	1.02E+03	3.79E+01
66.1	11.39	0.53	3.79E+01	1.02E+03	3.79E+01
66.2	11.36	0.53	3.79E+01	1.03E+03	3.79E+01
66.3	11.34	0.53	3.80E+01	1.03E+03	3.79E+01
66.4	11.32	0.53	3.80E+01	1.03E+03	3.79E+01
66.5	11.30	0.53	3.80E+01	1.03E+03	3.80E+01
66.6	11.28	0.53	3.80E+01	1.03E+03	3.80E+01
66.7	11.25	0.53	3.81E+01	1.03E+03	3.80E+01
66.8	11.23	0.53	3.81E+01	1.03E+03	3.80E+01
66.9	11.21	0.53	3.81E+01	1.03E+03	3.81E+01
67.0	11.19	0.52	3.81E+01	1.03E+03	3.81E+01
67.1	11.17	0.52	3.81E+01	1.03E+03	3.81E+01
67.2	11.14	0.52	3.82E+01	1.03E+03	3.81E+01
67.3	11.12	0.52	3.82E+01	1.03E+03	3.82E+01
67.4	11.10	0.52	3.82E+01	1.03E+03	3.82E+01
67.5	11.08	0.52	3.82E+01	1.03E+03	3.82E+01
67.6	11.06	0.52	3.83E+01	1.03E+03	3.82E+01
67.7	11.04	0.52	3.83E+01	1.03E+03	3.83E+01
67.8	11.02	0.52	3.83E+01	1.04E+03	3.83E+01
67.9	10.99	0.52	3.83E+01	1.04E+03	3.83E+01
68.0	10.97	0.51	3.84E+01	1.04E+03	3.83E+01
68.1	10.95	0.51	3.84E+01	1.04E+03	3.84E+01
68.2	10.93	0.51	3.84E+01	1.04E+03	3.84E+01
68.3	10.91	0.51	3.84E+01	1.04E+03	3.84E+01
68.4	10.89	0.51	3.85E+01	1.04E+03	3.84E+01
68.5	10.87	0.51	3.85E+01	1.04E+03	3.84E+01
68.6	10.85	0.51	3.85E+01	1.04E+03	3.85E+01
68.7	10.83	0.51	3.85E+01	1.04E+03	3.85E+01
68.8	10.81	0.51	3.86E+01	1.04E+03	3.85E+01
68.9	10.79	0.51	3.86E+01	1.04E+03	3.85E+01
69.0	10.77	0.51	3.86E+01	1.04E+03	3.86E+01
69.1	10.75	0.50	3.86E+01	1.04E+03	3.86E+01
69.2	10.73	0.50	3.86E+01	1.04E+03	3.86E+01
69.3	10.71	0.50	3.87E+01	1.05E+03	3.86E+01
69.4	10.69	0.50	3.87E+01	1.05E+03	3.87E+01
69.5	10.67	0.50	3.87E+01	1.05E+03	3.87E+01
69.6	10.65	0.50	3.87E+01	1.05E+03	3.87E+01
69.7	10.63	0.50	3.88E+01	1.05E+03	3.87E+01
69.8	10.61	0.50	3.88E+01	1.05E+03	3.88E+01
69.9	10.59	0.50	3.88E+01	1.05E+03	3.88E+01
70.0	10.57	0.55	3.88E+01	1.05E+03	3.88E+01
70.1	10.55	0.55	3.89E+01	1.05E+03	3.88E+01
70.2	10.53	0.55	3.89E+01	1.05E+03	3.88E+01
70.3	10.51	0.55	3.89E+01	1.05E+03	3.89E+01
70.4	10.49	0.55	3.89E+01	1.05E+03	3.89E+01
70.5	10.47	0.55	3.90E+01	1.05E+03	3.89E+01
70.6	10.45	0.54	3.90E+01	1.05E+03	3.89E+01
70.7	10.43	0.54	3.90E+01	1.05E+03	3.90E+01
70.8	10.42	0.54	3.90E+01	1.05E+03	3.90E+01
70.9	10.40	0.54	3.90E+01	1.06E+03	3.90E+01
71.0	10.38	0.54	3.91E+01	1.06E+03	3.90E+01
71.1	10.36	0.54	3.91E+01	1.06E+03	3.91E+01
71.2	10.34	0.54	3.91E+01	1.06E+03	3.91E+01
71.3	10.32	0.54	3.91E+01	1.06E+03	3.91E+01
71.4	10.30	0.54	3.92E+01	1.06E+03	3.91E+01
71.5	10.29	0.54	3.92E+01	1.06E+03	3.92E+01
71.6	10.27	0.53	3.92E+01	1.06E+03	3.92E+01
71.7	10.25	0.53	3.92E+01	1.06E+03	3.92E+01
71.8	10.23	0.53	3.93E+01	1.06E+03	3.92E+01
71.9	10.21	0.53	3.93E+01	1.06E+03	3.92E+01
72.0	10.19	0.53	3.93E+01	1.06E+03	3.93E+01
72.1	10.18	0.53	3.93E+01	1.06E+03	3.93E+01
72.2	10.16	0.53	3.93E+01	1.06E+03	3.93E+01
72.3	10.14	0.53	3.94E+01	1.06E+03	3.93E+01
72.4	10.12	0.53	3.94E+01	1.06E+03	3.94E+01
72.5	10.10	0.53	3.94E+01	1.07E+03	3.94E+01
72.6	10.09	0.52	3.94E+01	1.07E+03	3.94E+01
72.7	10.07	0.52	3.95E+01	1.07E+03	3.94E+01
72.8	10.05	0.52	3.95E+01	1.07E+03	3.95E+01
72.9	10.03	0.52	3.95E+01	1.07E+03	3.95E+01
73.0	10.02	0.52	3.95E+01	1.07E+03	3.95E+01
73.1	10.00	0.52	3.96E+01	1.07E+03	3.95E+01
73.2	9.98	0.52	3.96E+01	1.07E+03	3.95E+01
73.3	9.96	0.52	3.96E+01	1.07E+03	3.96E+01
73.4	9.95	0.52	3.96E+01	1.07E+03	3.96E+01
73.5	9.93	0.52	3.96E+01	1.07E+03	3.96E+01
73.6	9.91	0.52	3.97E+01	1.07E+03	3.96E+01
73.7	9.90	0.52	3.97E+01	1.07E+03	3.97E+01
73.8	9.88	0.51	3.97E+01	1.07E+03	3.97E+01
73.9	9.86	0.51	3.97E+01	1.07E+03	3.97E+01
74.0	9.85	0.51	3.98E+01	1.07E+03	3.97E+01
74.1	9.83	0.51	3.98E+01	1.08E+03	3.98E+01
74.2	9.81	0.51	3.98E+01	1.08E+03	3.98E+01
74.3	9.80	0.51	3.98E+01	1.08E+03	3.98E+01
74.4	9.78	0.51	3.99E+01	1.08E+03	3.98E+01
74.5	9.76	0.51	3.99E+01	1.08E+03	3.98E+01
74.6	9.75	0.51	3.99E+01	1.08E+03	3.99E+01
74.7	9.73	0.51	3.99E+01	1.08E+03	3.99E+01
74.8	9.71	0.51	3.99E+01	1.08E+03	3.99E+01
74.9	9.70	0.50	4.00E+01	1.08E+03	3.99E+01
75.0	9.68	0.50	4.00E+01	1.08E+03	4.00E+01
75.1	9.66	0.50	4.00E+01	1.08E+03	4.00E+01
75.2	9.65	0.50	4.00E+01	1.08E+03	4.00E+01
75.3	9.63	0.50	4.01E+01	1.08E+03	4.00E+01
75.4	9.62	0.50	4.01E+01	1.08E+03	4.00E+01
75.5	9.60	0.50	4.01E+01	1.08E+03	4.01E+01
75.6	9.58	0.50	4.01E+01	1.08E+03	4.01E+01
75.7	9.57	0.50	4.02E+01	1.09E+03	4.01E+01
75.8	9.55	0.50	4.02E+01	1.09E+03	4.01E+01
75.9	9.54	0.50	4.02E+01	1.09E+03	4.02E+01
76.0	9.52	0.50	4.02E+01	1.09E+03	4.02E+01
76.1	9.50	0.49	4.02E+01	1.09E+03	4.02E+01
76.2	9.49	0.49	4.03E+01	1.09E+03	4.02E+01
76.3	9.47	0.49	4.03E+01	1.09E+03	4.03E+01
76.4	9.46	0.49	4.03E+01	1.09E+03	4.03E+01
76.5	9.44	0.49	4.03E+01	1.09E+03	4.03E+01
76.6	9.43	0.49	4.04E+01	1.09E+03	4.03E+01
76.7	9.41	0.49	4.04E+01	1.09E+03	4.03E+01
76.8	9.40	0.49	4.04E+01	1.09E+03	4.04E+01
76.9	9.38	0.49	4.04E+01	1.09E+03	4.04E+01
77.0	9.37	0.49	4.04E+01	1.09E+03	4.04E+01
77.1	9.35	0.49	4.05E+01	1.09E+03	4.04E+01
77.2	9.34	0.49	4.05E+01	1.09E+03	4.05E+01
77.3	9.32	0.49	4.05E+01	1.10E+03	4.05E+01
77.4	9.31	0.48	4.05E+01	1.10E+03	4.05E+01
77.5	9.29	0.48	4.06E+01	1.10E+03	4.05E+01
77.6	9.28	0.48	4.06E+01	1.10E+03	4.05E+01
77.7	9.26	0.48	4.06E+01	1.10E+03	4.06E+01
77.8	9.25	0.48	4.06E+01	1.10E+03	4.06E+01
77.9	9.23	0.48	4.07E+01	1.10E+03	4.06E+01
78.0	9.22	0.48	4.07E+01	1.10E+03	4.06E+01
78.1	9.20	0.48	4.07E+01	1.10E+03	4.07E+01
78.2	9.19	0.48	4.07E+01	1.10E+03	4.07E+01
78.3	9.17	0.48	4.07E+01	1.10E+03	4.07E+01
78.4	9.16	0.48	4.08E+01	1.10E+03	4.07E+01
78.5	9.14	0.48	4.08E+01	1.10E+03	4.07E+01
78.6	9.13	0.48	4.08E+01	1.10E+03	4.08E+01
78.7	9.11	0.47	4.08E+01	1.10E+03	4.08E+01
78.8	9.10	0.47	4.09E+01	1.10E+03	4.08E+01
78.9	9.09	0.47	4.09E+01	1.10E+03	4.08E+01
79.0	9.07	0.47	4.09E+01	1.11E+03	4.09E+01
79.1	9.06	0.47	4.09E+01	1.11E+03	4.09E+01
79.2	9.04	0.47	4.09E+01	1.11E+03	4.09E+01
79.3	9.03	0.47	4.10E+01	1.11E+03	4.09E+01
79.4	9.01	0.47	4.10E+01	1.11E+03	4.09E+01
79.5	9.00	0.47	4.10E+01	1.11E+03	4.10E+01
79.6	8.99	0.47	4.10E+01	1.11E+03	4.10E+01
79.7	8.97	0.47	4.11E+01	1.11E+03	4.10E+01
79.8	8.96	0.47	4.11E+01	1.11E+03	4.10E+01
79.9	8.94	0.47	4.11E+01	1.11E+03	4.11E+01
80.0	8.93	0.52	4.11E+01	1.11E+03	4.11E+01
80.1	8.92	0.52	4.11E+01	1.11E+03	4.11E+01
80.2	8.90	0.52	4.12E+01	1.11E+03	4.11E+01
80.3	8.89	0.52	4.12E+01	1.11E+03	4.11E+01
80.4	8.88	0.52	4.12E+01	1.11E+03	4.12E+01
80.5	8.86	0.52	4.12E+01	1.11E+03	4.12E+01
80.6	8.85	0.52	4.13E+01	1.11E+03	4.12E+01
80.7	8.84	0.52	4.13E+01	1.12E+03	4.12E+01
80.8	8.82	0.52	4.13E+01	1.12E+03	4.13E+01
80.9	8.81	0.51	4.13E+01	1.12E+03	4.13E+01
81.0	8.79	0.51	4.13E+01	1.12E+03	4.13E+01
81.1	8.78	0.51	4.14E+01	1.12E+03	4.13E+01
81.2	8.77	0.51	4.14E+01	1.12E+03	4.13E+01
81.3	8.75	0.51	4.14E+01	1.12E+03	4.14E+01
81.4	8.74	0.51	4.14E+01	1.12E+03	4.14E+01
81.5	8.73	0.51	4.14E+01	1.12E+03	4.14E+01
81.6	8.71	0.51	4.15E+01	1.12E+03	4.14E+01
81.7	8.70	0.51	4.15E+01	1.12E+03	4.15E+01
81.8	8.69	0.51	4.15E+01	1.12E+03	4.15E+01
81.9	8.68	0.51	4.15E+01	1.12E+03	4.15E+01
82.0	8.66	0.51	4.16E+01	1.12E+03	4.15E+01
82.1	8.65	0.51	4.16E+01	1.12E+03	4.15E+01
82.2	8.64	0.50	4.16E+01	1.12E+03	4.16E+01
82.3	8.62	0.50	4.16E+01	1.12E+03	4.16E+01
82.4	8.61	0.50	4.16E+01	1.13E+03	4.16E+01
82.5	8.60	0.50	4.17E+01	1.13E+03	4.16E+01
82.6	8.59	0.50	4.17E+01	1.13E+03	4.17E+01
82.7	8.57	0.50	4.17E+01	1.13E+03	4.17E+01
82.8	8.56	0.50	4.17E+01	1.13E+03	4.17E+01
82.9	8.55	0.50	4.18E+01	1.13E+03	4.17E+01
83.0	8.53	0.50	4.18E+01	1.13E+03	4.17E+01
83.1	8.52	0.50	4.18E+01	1.13E+03	4.18E+01
83.2	8.51	0.50	4.18E+01	1.13E+03	4.18E+01
83.3	8.50	0.50	4.18E+01	1.13E+03	4.18E+01
83.4	8.48	0.50	4.19E+01	1.13E+03	4.18E+01
83.5	8.47	0.50	4.19E+01	1.13E+03	4.18E+01
83.6	8.46	0.49	4.19E+01	1.13E+03	4.19E+01
83.7	8.45	0.49	4.19E+01	1.13E+03	4.19E+01
83.8	8.43	0.49	4.19E+01	1.13E+03	4.19E+01
83.9	8.42	0.49	4.20E+01	1.13E+03	4.19E+01
84.0	8.41	0.49	4.20E+01	1.13E+03	4.20E+01
84.1	8.40	0.49	4.20E+01	1.14E+03	4.20E+01
84.2	8.39	0.49	4.20E+01	1.14E+03	4.20E+01
84.3	8.37	0.49	4.21E+01	1.14E+03	4.20E+01
84.4	8.36	0.49	4.21E+01	1.14E+03	4.20E+01
84.5	8.35	0.49	4.21E+01	1.14E+03	4.21E+01
84.6	8.34	0.49	4.21E+01	1.14E+03	4.21E+01
84.7	8.32	0.49	4.21E+01	1.14E+03	4.21E+01
84.8	8.31	0.49	4.22E+01	1.14E+03	4.21E+01
84.9	8.30	0.49	4.22E+01	1.14E+03	4.21E+01
85.0	8.29	0.48	4.22E+01	1.14E+03	4.22E+01
85.1	8.28	0.48	4.22E+01	1.14E+03	4.22E+01
85.2	8.27	0.48	4.22E+01	1.14E+03	4.22E+01
85.3	8.25	0.48	4.23E+01	1.14E+03	4.22E+01
85.4	8.24	0.48	4.23E+01	1.14E+03	4.23E+01
85.5	8.23	0.48	4.23E+01	1.14E+03	4.23E+01
85.6	8.22	0.48	4.23E+01	1.14E+03	4.23E+01
85.7	8.21	0.48	4.24E+01	1.14E+03	4.23E+01
85.8	8.19	0.48	4.24E+01	1.15E+03	4.23E+01
85.9	8.18	0.48	4.24E+01	1.15E+03	4.24E+01
86.0	8.17	0.48	4.24E+01	1.15E+03	4.24E+01
86.1	8.16	0.48	4.24E+01	1.15E+03	4.24E+01
86.2	8.15	0.48	4.25E+01	1.15E+03	4.24E+01
86.3	8.14	0.48	4.25E+01	1.15E+03	4.24E+01
86.4	8.13	0.47	4.25E+01	1.15E+03	4.25E+01
86.5	8.11	0.47	4.25E+01	1.15E+03	4.25E+01
86.6	8.10	0.47	4.25E+01	1.15E+03	4.25E+01
86.7	8.09	0.47	4.26E+01	1.15E+03	4.25E+01
86.8	8.08	0.47	4.26E+01	1.15E+03	4.26E+01
