natCu(p,x)65Zn


	fit	fit
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
86.3	2.59	0.11	8.03E-01	2.17E+01	8.03E-01
86.4	2.59	0.11	8.03E-01	2.17E+01	8.03E-01
86.5	2.59	0.11	8.03E-01	2.17E+01	8.03E-01
86.6	2.58	0.11	8.04E-01	2.17E+01	8.04E-01
86.7	2.58	0.11	8.04E-01	2.17E+01	8.04E-01
86.8	2.58	0.11	8.05E-01	2.17E+01	8.04E-01
86.9	2.57	0.11	8.05E-01	2.18E+01	8.05E-01
87.0	2.57	0.11	8.05E-01	2.18E+01	8.05E-01
87.1	2.57	0.11	8.06E-01	2.18E+01	8.06E-01
87.2	2.56	0.11	8.06E-01	2.18E+01	8.06E-01
87.3	2.56	0.11	8.06E-01	2.18E+01	8.06E-01
87.4	2.56	0.11	8.07E-01	2.18E+01	8.07E-01
87.5	2.55	0.11	8.07E-01	2.18E+01	8.07E-01
87.6	2.55	0.11	8.07E-01	2.18E+01	8.07E-01
87.7	2.55	0.11	8.08E-01	2.18E+01	8.08E-01
87.8	2.54	0.11	8.08E-01	2.18E+01	8.08E-01
87.9	2.54	0.11	8.08E-01	2.18E+01	8.08E-01
88.0	2.54	0.11	8.09E-01	2.19E+01	8.09E-01
88.1	2.53	0.11	8.09E-01	2.19E+01	8.09E-01
88.2	2.53	0.11	8.10E-01	2.19E+01	8.09E-01
88.3	2.53	0.11	8.10E-01	2.19E+01	8.10E-01
88.4	2.52	0.11	8.10E-01	2.19E+01	8.10E-01
88.5	2.52	0.11	8.11E-01	2.19E+01	8.11E-01
88.6	2.52	0.11	8.11E-01	2.19E+01	8.11E-01
88.7	2.52	0.11	8.11E-01	2.19E+01	8.11E-01
88.8	2.51	0.11	8.12E-01	2.19E+01	8.12E-01
88.9	2.51	0.11	8.12E-01	2.19E+01	8.12E-01
89.0	2.51	0.11	8.12E-01	2.20E+01	8.12E-01
89.1	2.50	0.11	8.13E-01	2.20E+01	8.13E-01
89.2	2.50	0.11	8.13E-01	2.20E+01	8.13E-01
89.3	2.50	0.11	8.13E-01	2.20E+01	8.13E-01
89.4	2.49	0.11	8.14E-01	2.20E+01	8.14E-01
89.5	2.49	0.11	8.14E-01	2.20E+01	8.14E-01
89.6	2.49	0.11	8.14E-01	2.20E+01	8.14E-01
89.7	2.48	0.11	8.15E-01	2.20E+01	8.15E-01
89.8	2.48	0.11	8.15E-01	2.20E+01	8.15E-01
89.9	2.48	0.11	8.16E-01	2.20E+01	8.15E-01
90.0	2.48	0.11	8.16E-01	2.21E+01	8.16E-01
90.1	2.47	0.11	8.16E-01	2.21E+01	8.16E-01
90.2	2.47	0.11	8.17E-01	2.21E+01	8.17E-01
90.3	2.47	0.11	8.17E-01	2.21E+01	8.17E-01
90.4	2.46	0.11	8.17E-01	2.21E+01	8.17E-01
90.5	2.46	0.11	8.18E-01	2.21E+01	8.18E-01
90.6	2.46	0.11	8.18E-01	2.21E+01	8.18E-01
90.7	2.45	0.11	8.18E-01	2.21E+01	8.18E-01
90.8	2.45	0.11	8.19E-01	2.21E+01	8.19E-01
90.9	2.45	0.11	8.19E-01	2.21E+01	8.19E-01
91.0	2.45	0.11	8.19E-01	2.21E+01	8.19E-01
91.1	2.44	0.11	8.20E-01	2.22E+01	8.20E-01
91.2	2.44	0.11	8.20E-01	2.22E+01	8.20E-01
91.3	2.44	0.11	8.20E-01	2.22E+01	8.20E-01
91.4	2.43	0.11	8.21E-01	2.22E+01	8.21E-01
91.5	2.43	0.11	8.21E-01	2.22E+01	8.21E-01
91.6	2.43	0.11	8.22E-01	2.22E+01	8.21E-01
91.7	2.42	0.11	8.22E-01	2.22E+01	8.22E-01
91.8	2.42	0.11	8.22E-01	2.22E+01	8.22E-01
91.9	2.42	0.11	8.23E-01	2.22E+01	8.23E-01
92.0	2.42	0.11	8.23E-01	2.22E+01	8.23E-01
92.1	2.41	0.11	8.23E-01	2.23E+01	8.23E-01
92.2	2.41	0.11	8.24E-01	2.23E+01	8.24E-01
92.3	2.41	0.11	8.24E-01	2.23E+01	8.24E-01
92.4	2.40	0.10	8.24E-01	2.23E+01	8.24E-01
92.5	2.40	0.10	8.25E-01	2.23E+01	8.25E-01
92.6	2.40	0.10	8.25E-01	2.23E+01	8.25E-01
92.7	2.40	0.10	8.25E-01	2.23E+01	8.25E-01
92.8	2.39	0.10	8.26E-01	2.23E+01	8.26E-01
92.9	2.39	0.10	8.26E-01	2.23E+01	8.26E-01
93.0	2.39	0.10	8.26E-01	2.23E+01	8.26E-01
93.1	2.39	0.10	8.27E-01	2.23E+01	8.27E-01
93.2	2.38	0.10	8.27E-01	2.24E+01	8.27E-01
93.3	2.38	0.10	8.27E-01	2.24E+01	8.27E-01
93.4	2.38	0.10	8.28E-01	2.24E+01	8.28E-01
93.5	2.37	0.10	8.28E-01	2.24E+01	8.28E-01
93.6	2.37	0.10	8.29E-01	2.24E+01	8.28E-01
93.7	2.37	0.10	8.29E-01	2.24E+01	8.29E-01
93.8	2.37	0.10	8.29E-01	2.24E+01	8.29E-01
93.9	2.36	0.10	8.30E-01	2.24E+01	8.30E-01
94.0	2.36	0.10	8.30E-01	2.24E+01	8.30E-01
94.1	2.36	0.10	8.30E-01	2.24E+01	8.30E-01
94.2	2.35	0.10	8.31E-01	2.24E+01	8.31E-01
94.3	2.35	0.10	8.31E-01	2.25E+01	8.31E-01
94.4	2.35	0.10	8.31E-01	2.25E+01	8.31E-01
94.5	2.35	0.10	8.32E-01	2.25E+01	8.32E-01
94.6	2.34	0.10	8.32E-01	2.25E+01	8.32E-01
94.7	2.34	0.10	8.32E-01	2.25E+01	8.32E-01
94.8	2.34	0.10	8.33E-01	2.25E+01	8.33E-01
94.9	2.34	0.10	8.33E-01	2.25E+01	8.33E-01
95.0	2.33	0.10	8.33E-01	2.25E+01	8.33E-01
95.1	2.33	0.10	8.34E-01	2.25E+01	8.34E-01
95.2	2.33	0.10	8.34E-01	2.25E+01	8.34E-01
95.3	2.32	0.10	8.34E-01	2.26E+01	8.34E-01
95.4	2.32	0.10	8.35E-01	2.26E+01	8.35E-01
95.5	2.32	0.10	8.35E-01	2.26E+01	8.35E-01
95.6	2.32	0.10	8.36E-01	2.26E+01	8.35E-01
95.7	2.31	0.10	8.36E-01	2.26E+01	8.36E-01
95.8	2.31	0.10	8.36E-01	2.26E+01	8.36E-01
95.9	2.31	0.10	8.37E-01	2.26E+01	8.36E-01
96.0	2.31	0.10	8.37E-01	2.26E+01	8.37E-01
96.1	2.30	0.10	8.37E-01	2.26E+01	8.37E-01
96.2	2.30	0.10	8.38E-01	2.26E+01	8.38E-01
96.3	2.30	0.10	8.38E-01	2.26E+01	8.38E-01
96.4	2.30	0.10	8.38E-01	2.27E+01	8.38E-01
96.5	2.29	0.10	8.39E-01	2.27E+01	8.39E-01
96.6	2.29	0.10	8.39E-01	2.27E+01	8.39E-01
96.7	2.29	0.10	8.39E-01	2.27E+01	8.39E-01
96.8	2.29	0.10	8.40E-01	2.27E+01	8.40E-01
96.9	2.28	0.10	8.40E-01	2.27E+01	8.40E-01
97.0	2.28	0.10	8.40E-01	2.27E+01	8.40E-01
97.1	2.28	0.10	8.41E-01	2.27E+01	8.41E-01
97.2	2.27	0.10	8.41E-01	2.27E+01	8.41E-01
97.3	2.27	0.10	8.41E-01	2.27E+01	8.41E-01
97.4	2.27	0.10	8.42E-01	2.27E+01	8.42E-01
97.5	2.27	0.10	8.42E-01	2.28E+01	8.42E-01
97.6	2.26	0.10	8.42E-01	2.28E+01	8.42E-01
97.7	2.26	0.10	8.43E-01	2.28E+01	8.43E-01
97.8	2.26	0.10	8.43E-01	2.28E+01	8.43E-01
97.9	2.26	0.10	8.43E-01	2.28E+01	8.43E-01
98.0	2.25	0.10	8.44E-01	2.28E+01	8.44E-01
98.1	2.25	0.10	8.44E-01	2.28E+01	8.44E-01
98.2	2.25	0.10	8.45E-01	2.28E+01	8.44E-01
98.3	2.25	0.10	8.45E-01	2.28E+01	8.45E-01
98.4	2.24	0.10	8.45E-01	2.28E+01	8.45E-01
98.5	2.24	0.10	8.46E-01	2.29E+01	8.45E-01
98.6	2.24	0.10	8.46E-01	2.29E+01	8.46E-01
98.7	2.24	0.10	8.46E-01	2.29E+01	8.46E-01
98.8	2.23	0.10	8.47E-01	2.29E+01	8.47E-01
98.9	2.23	0.10	8.47E-01	2.29E+01	8.47E-01
99.0	2.23	0.10	8.47E-01	2.29E+01	8.47E-01
99.1	2.23	0.10	8.48E-01	2.29E+01	8.48E-01
99.2	2.22	0.10	8.48E-01	2.29E+01	8.48E-01
99.3	2.22	0.10	8.48E-01	2.29E+01	8.48E-01
99.4	2.22	0.10	8.49E-01	2.29E+01	8.49E-01
99.5	2.21	0.10	8.49E-01	2.29E+01	8.49E-01
99.6	2.21	0.10	8.49E-01	2.30E+01	8.49E-01
99.7	2.21	0.10	8.50E-01	2.30E+01	8.50E-01
99.8	2.21	0.10	8.50E-01	2.30E+01	8.50E-01
99.9	2.20	0.10	8.50E-01	2.30E+01	8.50E-01
100.0	2.20	0.10	8.51E-01	2.30E+01	8.51E-01
