natTi(p,x)46Sc


	fit	fit
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
MeV	mb	mb	(MBq/uAh)	(uCi/uAh)	(MBq/uA)
48.5	62.00	2.51	2.63E+00	7.10E+01	2.63E+03
48.6	61.92	2.51	2.65E+00	7.16E+01	2.65E+03
48.7	61.84	2.51	2.67E+00	7.21E+01	2.67E+03
48.8	61.76	2.50	2.69E+00	7.27E+01	2.69E+03
48.9	61.67	2.50	2.71E+00	7.32E+01	2.71E+03
49.0	61.59	2.49	2.73E+00	7.37E+01	2.73E+03
49.1	61.50	2.49	2.75E+00	7.43E+01	2.75E+03
49.2	61.41	2.49	2.77E+00	7.48E+01	2.77E+03
49.3	61.32	2.48	2.79E+00	7.54E+01	2.79E+03
49.4	61.23	2.48	2.81E+00	7.59E+01	2.81E+03
49.5	61.14	2.48	2.83E+00	7.64E+01	2.83E+03
49.6	61.04	2.47	2.85E+00	7.70E+01	2.85E+03
49.7	60.95	2.47	2.87E+00	7.75E+01	2.87E+03
49.8	60.86	2.47	2.89E+00	7.80E+01	2.89E+03
49.9	60.76	2.46	2.91E+00	7.86E+01	2.91E+03
50.0	60.66	2.46	2.93E+00	7.91E+01	2.93E+03
50.1	60.56	2.46	2.95E+00	7.97E+01	2.95E+03
50.2	60.47	2.45	2.97E+00	8.02E+01	2.97E+03
50.3	60.37	2.45	2.99E+00	8.07E+01	2.99E+03
50.4	60.27	2.44	3.01E+00	8.13E+01	3.01E+03
50.5	60.17	2.44	3.03E+00	8.18E+01	3.03E+03
50.6	60.07	2.44	3.05E+00	8.23E+01	3.05E+03
50.7	59.96	2.43	3.07E+00	8.29E+01	3.07E+03
50.8	59.86	2.43	3.09E+00	8.34E+01	3.09E+03
50.9	59.76	2.42	3.11E+00	8.39E+01	3.11E+03
51.0	59.66	2.42	3.13E+00	8.45E+01	3.13E+03
51.1	59.55	2.41	3.15E+00	8.50E+01	3.14E+03
51.2	59.45	2.41	3.17E+00	8.55E+01	3.16E+03
51.3	59.34	2.41	3.19E+00	8.61E+01	3.18E+03
51.4	59.24	2.40	3.20E+00	8.66E+01	3.20E+03
51.5	59.13	2.40	3.22E+00	8.72E+01	3.22E+03
51.6	59.03	2.39	3.24E+00	8.77E+01	3.24E+03
51.7	58.92	2.39	3.26E+00	8.82E+01	3.26E+03
51.8	58.81	2.38	3.28E+00	8.88E+01	3.28E+03
51.9	58.70	2.38	3.30E+00	8.93E+01	3.30E+03
52.0	58.60	2.38	3.32E+00	8.98E+01	3.32E+03
52.1	58.49	2.37	3.34E+00	9.04E+01	3.34E+03
52.2	58.38	2.37	3.36E+00	9.09E+01	3.36E+03
52.3	58.27	2.36	3.38E+00	9.14E+01	3.38E+03
52.4	58.16	2.36	3.40E+00	9.19E+01	3.40E+03
52.5	58.05	2.35	3.42E+00	9.25E+01	3.42E+03
52.6	57.95	2.35	3.44E+00	9.30E+01	3.44E+03
52.7	57.84	2.34	3.46E+00	9.35E+01	3.46E+03
52.8	57.73	2.34	3.48E+00	9.41E+01	3.48E+03
52.9	57.62	2.34	3.50E+00	9.46E+01	3.50E+03
53.0	57.51	2.33	3.52E+00	9.51E+01	3.52E+03
53.1	57.40	2.33	3.54E+00	9.57E+01	3.54E+03
53.2	57.29	2.32	3.56E+00	9.62E+01	3.56E+03
53.3	57.18	2.32	3.58E+00	9.67E+01	3.58E+03
53.4	57.07	2.31	3.60E+00	9.73E+01	3.60E+03
53.5	56.96	2.31	3.62E+00	9.78E+01	3.62E+03
53.6	56.85	2.30	3.64E+00	9.83E+01	3.64E+03
53.7	56.74	2.30	3.66E+00	9.88E+01	3.66E+03
53.8	56.63	2.30	3.68E+00	9.94E+01	3.68E+03
53.9	56.52	2.29	3.70E+00	9.99E+01	3.70E+03
54.0	56.41	2.29	3.72E+00	1.00E+02	3.71E+03
54.1	56.30	2.28	3.74E+00	1.01E+02	3.73E+03
54.2	56.19	2.28	3.75E+00	1.01E+02	3.75E+03
54.3	56.08	2.27	3.77E+00	1.02E+02	3.77E+03
54.4	55.98	2.27	3.79E+00	1.03E+02	3.79E+03
54.5	55.87	2.26	3.81E+00	1.03E+02	3.81E+03
54.6	55.76	2.26	3.83E+00	1.04E+02	3.83E+03
54.7	55.65	2.26	3.85E+00	1.04E+02	3.85E+03
54.8	55.55	2.25	3.87E+00	1.05E+02	3.87E+03
54.9	55.44	2.25	3.89E+00	1.05E+02	3.89E+03
55.0	55.33	2.24	3.91E+00	1.06E+02	3.91E+03
55.1	55.23	2.24	3.93E+00	1.06E+02	3.93E+03
55.2	55.12	2.23	3.95E+00	1.07E+02	3.95E+03
55.3	55.01	2.23	3.97E+00	1.07E+02	3.97E+03
55.4	54.91	2.23	3.99E+00	1.08E+02	3.99E+03
55.5	54.81	2.22	4.01E+00	1.08E+02	4.01E+03
55.6	54.70	2.22	4.03E+00	1.09E+02	4.03E+03
55.7	54.60	2.21	4.05E+00	1.09E+02	4.04E+03
55.8	54.49	2.21	4.06E+00	1.10E+02	4.06E+03
55.9	54.39	2.21	4.08E+00	1.10E+02	4.08E+03
56.0	54.29	2.20	4.10E+00	1.11E+02	4.10E+03
56.1	54.19	2.20	4.12E+00	1.11E+02	4.12E+03
56.2	54.09	2.19	4.14E+00	1.12E+02	4.14E+03
56.3	53.98	2.19	4.16E+00	1.12E+02	4.16E+03
56.4	53.88	2.18	4.18E+00	1.13E+02	4.18E+03
56.5	53.78	2.18	4.20E+00	1.14E+02	4.20E+03
56.6	53.68	2.18	4.22E+00	1.14E+02	4.22E+03
56.7	53.58	2.17	4.24E+00	1.15E+02	4.24E+03
56.8	53.48	2.17	4.26E+00	1.15E+02	4.26E+03
56.9	53.39	2.16	4.28E+00	1.16E+02	4.28E+03
57.0	53.29	2.16	4.30E+00	1.16E+02	4.30E+03
57.1	53.19	2.16	4.32E+00	1.17E+02	4.31E+03
57.2	53.09	2.15	4.33E+00	1.17E+02	4.33E+03
57.3	53.00	2.15	4.35E+00	1.18E+02	4.35E+03
57.4	52.90	2.14	4.37E+00	1.18E+02	4.37E+03
57.5	52.80	2.14	4.39E+00	1.19E+02	4.39E+03
57.6	52.71	2.14	4.41E+00	1.19E+02	4.41E+03
57.7	52.61	2.13	4.43E+00	1.20E+02	4.43E+03
57.8	52.52	2.13	4.45E+00	1.20E+02	4.45E+03
57.9	52.43	2.13	4.47E+00	1.21E+02	4.47E+03
58.0	52.33	2.12	4.49E+00	1.21E+02	4.49E+03
58.1	52.24	2.12	4.51E+00	1.22E+02	4.51E+03
58.2	52.15	2.11	4.53E+00	1.22E+02	4.53E+03
58.3	52.05	2.11	4.55E+00	1.23E+02	4.54E+03
58.4	51.96	2.11	4.56E+00	1.23E+02	4.56E+03
58.5	51.87	2.10	4.58E+00	1.24E+02	4.58E+03
58.6	51.78	2.10	4.60E+00	1.24E+02	4.60E+03
58.7	51.69	2.10	4.62E+00	1.25E+02	4.62E+03
58.8	51.60	2.09	4.64E+00	1.25E+02	4.64E+03
58.9	51.51	2.09	4.66E+00	1.26E+02	4.66E+03
59.0	51.42	2.08	4.68E+00	1.26E+02	4.68E+03
59.1	51.33	2.08	4.70E+00	1.27E+02	4.70E+03
59.2	51.25	2.08	4.72E+00	1.27E+02	4.72E+03
59.3	51.16	2.07	4.74E+00	1.28E+02	4.73E+03
59.4	51.07	2.07	4.75E+00	1.28E+02	4.75E+03
59.5	50.98	2.07	4.77E+00	1.29E+02	4.77E+03
59.6	50.90	2.06	4.79E+00	1.30E+02	4.79E+03
59.7	50.81	2.06	4.81E+00	1.30E+02	4.81E+03
59.8	50.73	2.06	4.83E+00	1.31E+02	4.83E+03
59.9	50.64	2.05	4.85E+00	1.31E+02	4.85E+03
60.0	50.56	2.07	4.87E+00	1.32E+02	4.87E+03
60.1	50.48	2.07	4.89E+00	1.32E+02	4.89E+03
60.2	50.39	2.06	4.91E+00	1.33E+02	4.91E+03
60.3	50.31	2.06	4.93E+00	1.33E+02	4.92E+03
60.4	50.23	2.06	4.94E+00	1.34E+02	4.94E+03
60.5	50.15	2.05	4.96E+00	1.34E+02	4.96E+03
60.6	50.07	2.05	4.98E+00	1.35E+02	4.98E+03
60.7	49.99	2.05	5.00E+00	1.35E+02	5.00E+03
60.8	49.91	2.04	5.02E+00	1.36E+02	5.02E+03
60.9	49.83	2.04	5.04E+00	1.36E+02	5.04E+03
61.0	49.75	2.04	5.06E+00	1.37E+02	5.06E+03
61.1	49.67	2.03	5.08E+00	1.37E+02	5.08E+03
61.2	49.59	2.03	5.10E+00	1.38E+02	5.09E+03
61.3	49.52	2.03	5.11E+00	1.38E+02	5.11E+03
61.4	49.44	2.02	5.13E+00	1.39E+02	5.13E+03
61.5	49.36	2.02	5.15E+00	1.39E+02	5.15E+03
61.6	49.29	2.02	5.17E+00	1.40E+02	5.17E+03
61.7	49.21	2.01	5.19E+00	1.40E+02	5.19E+03
61.8	49.14	2.01	5.21E+00	1.41E+02	5.21E+03
61.9	49.06	2.01	5.23E+00	1.41E+02	5.23E+03
62.0	48.99	2.01	5.25E+00	1.42E+02	5.25E+03
62.1	48.91	2.00	5.26E+00	1.42E+02	5.26E+03
62.2	48.84	2.00	5.28E+00	1.43E+02	5.28E+03
62.3	48.77	2.00	5.30E+00	1.43E+02	5.30E+03
62.4	48.69	1.99	5.32E+00	1.44E+02	5.32E+03
62.5	48.62	1.99	5.34E+00	1.44E+02	5.34E+03
62.6	48.55	1.99	5.36E+00	1.45E+02	5.36E+03
62.7	48.48	1.98	5.38E+00	1.45E+02	5.38E+03
62.8	48.41	1.98	5.40E+00	1.46E+02	5.40E+03
62.9	48.34	1.98	5.42E+00	1.46E+02	5.41E+03
63.0	48.27	1.98	5.43E+00	1.47E+02	5.43E+03
63.1	48.20	1.97	5.45E+00	1.47E+02	5.45E+03
63.2	48.13	1.97	5.47E+00	1.48E+02	5.47E+03
63.3	48.07	1.97	5.49E+00	1.48E+02	5.49E+03
63.4	48.00	1.96	5.51E+00	1.49E+02	5.51E+03
63.5	47.93	1.96	5.53E+00	1.49E+02	5.53E+03
63.6	47.86	1.96	5.55E+00	1.50E+02	5.55E+03
63.7	47.80	1.96	5.57E+00	1.50E+02	5.56E+03
63.8	47.73	1.95	5.58E+00	1.51E+02	5.58E+03
63.9	47.67	1.95	5.60E+00	1.51E+02	5.60E+03
64.0	47.60	1.95	5.62E+00	1.52E+02	5.62E+03
64.1	47.54	1.95	5.64E+00	1.52E+02	5.64E+03
64.2	47.47	1.94	5.66E+00	1.53E+02	5.66E+03
64.3	47.41	1.94	5.68E+00	1.53E+02	5.68E+03
64.4	47.35	1.94	5.70E+00	1.54E+02	5.70E+03
64.5	47.28	1.94	5.72E+00	1.54E+02	5.71E+03
64.6	47.22	1.93	5.73E+00	1.55E+02	5.73E+03
64.7	47.16	1.93	5.75E+00	1.55E+02	5.75E+03
64.8	47.10	1.93	5.77E+00	1.56E+02	5.77E+03
64.9	47.04	1.93	5.79E+00	1.56E+02	5.79E+03
65.0	46.97	1.92	5.81E+00	1.57E+02	5.81E+03
65.1	46.91	1.92	5.83E+00	1.57E+02	5.83E+03
65.2	46.85	1.92	5.85E+00	1.58E+02	5.84E+03
65.3	46.79	1.92	5.86E+00	1.59E+02	5.86E+03
65.4	46.74	1.91	5.88E+00	1.59E+02	5.88E+03
65.5	46.68	1.91	5.90E+00	1.60E+02	5.90E+03
65.6	46.62	1.91	5.92E+00	1.60E+02	5.92E+03
65.7	46.56	1.91	5.94E+00	1.61E+02	5.94E+03
65.8	46.50	1.90	5.96E+00	1.61E+02	5.96E+03
65.9	46.45	1.90	5.98E+00	1.62E+02	5.98E+03
66.0	46.39	1.90	6.00E+00	1.62E+02	5.99E+03
66.1	46.33	1.90	6.01E+00	1.63E+02	6.01E+03
66.2	46.28	1.89	6.03E+00	1.63E+02	6.03E+03
66.3	46.22	1.89	6.05E+00	1.64E+02	6.05E+03
66.4	46.17	1.89	6.07E+00	1.64E+02	6.07E+03
66.5	46.11	1.89	6.09E+00	1.65E+02	6.09E+03
66.6	46.06	1.89	6.11E+00	1.65E+02	6.11E+03
66.7	46.00	1.88	6.13E+00	1.66E+02	6.12E+03
66.8	45.95	1.88	6.14E+00	1.66E+02	6.14E+03
66.9	45.90	1.88	6.16E+00	1.67E+02	6.16E+03
67.0	45.85	1.88	6.18E+00	1.67E+02	6.18E+03
67.1	45.79	1.87	6.20E+00	1.68E+02	6.20E+03
67.2	45.74	1.87	6.22E+00	1.68E+02	6.22E+03
67.3	45.69	1.87	6.24E+00	1.69E+02	6.24E+03
67.4	45.64	1.87	6.26E+00	1.69E+02	6.26E+03
67.5	45.59	1.87	6.28E+00	1.70E+02	6.27E+03
67.6	45.54	1.86	6.29E+00	1.70E+02	6.29E+03
67.7	45.49	1.86	6.31E+00	1.71E+02	6.31E+03
67.8	45.44	1.86	6.33E+00	1.71E+02	6.33E+03
67.9	45.39	1.86	6.35E+00	1.72E+02	6.35E+03
68.0	45.34	1.86	6.37E+00	1.72E+02	6.37E+03
68.1	45.30	1.85	6.39E+00	1.73E+02	6.39E+03
68.2	45.25	1.85	6.41E+00	1.73E+02	6.41E+03
68.3	45.20	1.85	6.42E+00	1.74E+02	6.42E+03
68.4	45.15	1.85	6.44E+00	1.74E+02	6.44E+03
68.5	45.11	1.85	6.46E+00	1.75E+02	6.46E+03
68.6	45.06	1.84	6.48E+00	1.75E+02	6.48E+03
68.7	45.02	1.84	6.50E+00	1.76E+02	6.50E+03
68.8	44.97	1.84	6.52E+00	1.76E+02	6.52E+03
68.9	44.93	1.84	6.54E+00	1.77E+02	6.54E+03
69.0	44.88	1.84	6.56E+00	1.77E+02	6.55E+03
69.1	44.84	1.84	6.57E+00	1.78E+02	6.57E+03
69.2	44.79	1.83	6.59E+00	1.78E+02	6.59E+03
69.3	44.75	1.83	6.61E+00	1.79E+02	6.61E+03
69.4	44.71	1.83	6.63E+00	1.79E+02	6.63E+03
69.5	44.66	1.83	6.65E+00	1.80E+02	6.65E+03
69.6	44.62	1.83	6.67E+00	1.80E+02	6.67E+03
69.7	44.58	1.82	6.69E+00	1.81E+02	6.69E+03
69.8	44.54	1.82	6.71E+00	1.81E+02	6.71E+03
69.9	44.50	1.82	6.72E+00	1.82E+02	6.72E+03
70.0	44.46	1.81	6.74E+00	1.82E+02	6.74E+03
70.1	44.42	1.81	6.76E+00	1.83E+02	6.76E+03
70.2	44.38	1.81	6.78E+00	1.83E+02	6.78E+03
70.3	44.34	1.81	6.80E+00	1.84E+02	6.80E+03
70.4	44.30	1.81	6.82E+00	1.84E+02	6.82E+03
70.5	44.26	1.80	6.84E+00	1.85E+02	6.84E+03
70.6	44.22	1.80	6.86E+00	1.85E+02	6.86E+03
70.7	44.19	1.80	6.88E+00	1.86E+02	6.87E+03
70.8	44.15	1.80	6.89E+00	1.86E+02	6.89E+03
70.9	44.11	1.80	6.91E+00	1.87E+02	6.91E+03
71.0	44.08	1.80	6.93E+00	1.87E+02	6.93E+03
71.1	44.04	1.79	6.95E+00	1.88E+02	6.95E+03
71.2	44.00	1.79	6.97E+00	1.88E+02	6.97E+03
71.3	43.97	1.79	6.99E+00	1.89E+02	6.99E+03
71.4	43.93	1.79	7.01E+00	1.89E+02	7.01E+03
71.5	43.90	1.79	7.03E+00	1.90E+02	7.03E+03
71.6	43.86	1.79	7.05E+00	1.90E+02	7.05E+03
71.7	43.83	1.79	7.07E+00	1.91E+02	7.06E+03
71.8	43.79	1.78	7.08E+00	1.91E+02	7.08E+03
71.9	43.76	1.78	7.10E+00	1.92E+02	7.10E+03
72.0	43.73	1.78	7.12E+00	1.92E+02	7.12E+03
72.1	43.69	1.78	7.14E+00	1.93E+02	7.14E+03
72.2	43.66	1.78	7.16E+00	1.94E+02	7.16E+03
72.3	43.63	1.78	7.18E+00	1.94E+02	7.18E+03
72.4	43.60	1.78	7.20E+00	1.95E+02	7.20E+03
72.5	43.57	1.78	7.22E+00	1.95E+02	7.22E+03
72.6	43.53	1.77	7.24E+00	1.96E+02	7.24E+03
72.7	43.50	1.77	7.26E+00	1.96E+02	7.25E+03
72.8	43.47	1.77	7.27E+00	1.97E+02	7.27E+03
72.9	43.44	1.77	7.29E+00	1.97E+02	7.29E+03
73.0	43.41	1.77	7.31E+00	1.98E+02	7.31E+03
73.1	43.38	1.77	7.33E+00	1.98E+02	7.33E+03
73.2	43.35	1.77	7.35E+00	1.99E+02	7.35E+03
73.3	43.32	1.77	7.37E+00	1.99E+02	7.37E+03
73.4	43.29	1.76	7.39E+00	2.00E+02	7.39E+03
73.5	43.26	1.76	7.41E+00	2.00E+02	7.41E+03
73.6	43.23	1.76	7.43E+00	2.01E+02	7.43E+03
73.7	43.21	1.76	7.45E+00	2.01E+02	7.45E+03
73.8	43.18	1.76	7.47E+00	2.02E+02	7.46E+03
73.9	43.15	1.76	7.49E+00	2.02E+02	7.48E+03
74.0	43.12	1.76	7.50E+00	2.03E+02	7.50E+03
74.1	43.09	1.76	7.52E+00	2.03E+02	7.52E+03
74.2	43.07	1.76	7.54E+00	2.04E+02	7.54E+03
74.3	43.04	1.75	7.56E+00	2.04E+02	7.56E+03
74.4	43.01	1.75	7.58E+00	2.05E+02	7.58E+03
74.5	42.99	1.75	7.60E+00	2.05E+02	7.60E+03
74.6	42.96	1.75	7.62E+00	2.06E+02	7.62E+03
74.7	42.93	1.75	7.64E+00	2.06E+02	7.64E+03
74.8	42.91	1.75	7.66E+00	2.07E+02	7.66E+03
74.9	42.88	1.75	7.68E+00	2.08E+02	7.68E+03
75.0	42.86	1.75	7.70E+00	2.08E+02	7.70E+03
75.1	42.83	1.75	7.72E+00	2.09E+02	7.72E+03
75.2	42.81	1.74	7.74E+00	2.09E+02	7.73E+03
75.3	42.78	1.74	7.76E+00	2.10E+02	7.75E+03
75.4	42.76	1.74	7.77E+00	2.10E+02	7.77E+03
75.5	42.73	1.74	7.79E+00	2.11E+02	7.79E+03
75.6	42.71	1.74	7.81E+00	2.11E+02	7.81E+03
75.7	42.68	1.74	7.83E+00	2.12E+02	7.83E+03
75.8	42.66	1.74	7.85E+00	2.12E+02	7.85E+03
75.9	42.64	1.74	7.87E+00	2.13E+02	7.87E+03
76.0	42.61	1.74	7.89E+00	2.13E+02	7.89E+03
76.1	42.59	1.74	7.91E+00	2.14E+02	7.91E+03
76.2	42.56	1.73	7.93E+00	2.14E+02	7.93E+03
76.3	42.54	1.73	7.95E+00	2.15E+02	7.95E+03
76.4	42.52	1.73	7.97E+00	2.15E+02	7.97E+03
76.5	42.50	1.73	7.99E+00	2.16E+02	7.99E+03
76.6	42.47	1.73	8.01E+00	2.16E+02	8.01E+03
76.7	42.45	1.73	8.03E+00	2.17E+02	8.03E+03
76.8	42.43	1.73	8.05E+00	2.17E+02	8.04E+03
76.9	42.40	1.73	8.07E+00	2.18E+02	8.06E+03
77.0	42.38	1.73	8.09E+00	2.19E+02	8.08E+03
77.1	42.36	1.73	8.10E+00	2.19E+02	8.10E+03
77.2	42.34	1.73	8.12E+00	2.20E+02	8.12E+03
77.3	42.32	1.72	8.14E+00	2.20E+02	8.14E+03
77.4	42.29	1.72	8.16E+00	2.21E+02	8.16E+03
77.5	42.27	1.72	8.18E+00	2.21E+02	8.18E+03
77.6	42.25	1.72	8.20E+00	2.22E+02	8.20E+03
77.7	42.23	1.72	8.22E+00	2.22E+02	8.22E+03
77.8	42.21	1.72	8.24E+00	2.23E+02	8.24E+03
77.9	42.19	1.72	8.26E+00	2.23E+02	8.26E+03
78.0	42.16	1.72	8.28E+00	2.24E+02	8.28E+03
78.1	42.14	1.72	8.30E+00	2.24E+02	8.30E+03
78.2	42.12	1.72	8.32E+00	2.25E+02	8.32E+03
78.3	42.10	1.72	8.34E+00	2.25E+02	8.34E+03
78.4	42.08	1.71	8.36E+00	2.26E+02	8.36E+03
78.5	42.06	1.71	8.38E+00	2.26E+02	8.38E+03
78.6	42.04	1.71	8.40E+00	2.27E+02	8.40E+03
78.7	42.02	1.71	8.42E+00	2.28E+02	8.42E+03
78.8	42.00	1.71	8.44E+00	2.28E+02	8.44E+03
78.9	41.98	1.71	8.46E+00	2.29E+02	8.46E+03
79.0	41.96	1.71	8.48E+00	2.29E+02	8.48E+03
79.1	41.93	1.71	8.50E+00	2.30E+02	8.50E+03
79.2	41.91	1.71	8.52E+00	2.30E+02	8.51E+03
79.3	41.89	1.71	8.54E+00	2.31E+02	8.53E+03
79.4	41.87	1.71	8.56E+00	2.31E+02	8.55E+03
79.5	41.85	1.71	8.58E+00	2.32E+02	8.57E+03
79.6	41.83	1.70	8.60E+00	2.32E+02	8.59E+03
79.7	41.81	1.70	8.61E+00	2.33E+02	8.61E+03
79.8	41.79	1.70	8.63E+00	2.33E+02	8.63E+03
79.9	41.77	1.70	8.65E+00	2.34E+02	8.65E+03
80.0	41.75	1.89	8.67E+00	2.34E+02	8.67E+03
