natCu(p,x)63Zn


	fit	fit
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
MeV	mb	mb	(MBq/uAh)	(mCi/uAh)	(MBq/uA)
45.5	27.89	1.37	1.40E+04	3.79E+02	8.53E+03
45.6	27.71	1.36	1.40E+04	3.79E+02	8.54E+03
45.7	27.52	1.35	1.40E+04	3.80E+02	8.55E+03
45.8	27.34	1.35	1.41E+04	3.80E+02	8.56E+03
45.9	27.15	1.34	1.41E+04	3.81E+02	8.58E+03
46.0	26.97	1.33	1.41E+04	3.81E+02	8.59E+03
46.1	26.79	1.32	1.41E+04	3.82E+02	8.60E+03
46.2	26.61	1.31	1.42E+04	3.82E+02	8.61E+03
46.3	26.44	1.30	1.42E+04	3.83E+02	8.62E+03
46.4	26.26	1.29	1.42E+04	3.84E+02	8.64E+03
46.5	26.09	1.28	1.42E+04	3.84E+02	8.65E+03
46.6	25.92	1.28	1.42E+04	3.85E+02	8.66E+03
46.7	25.75	1.27	1.43E+04	3.85E+02	8.67E+03
46.8	25.58	1.26	1.43E+04	3.86E+02	8.69E+03
46.9	25.41	1.25	1.43E+04	3.86E+02	8.70E+03
47.0	25.25	1.24	1.43E+04	3.87E+02	8.71E+03
47.1	25.08	1.23	1.43E+04	3.87E+02	8.72E+03
47.2	24.92	1.23	1.43E+04	3.88E+02	8.73E+03
47.3	24.76	1.22	1.44E+04	3.88E+02	8.74E+03
47.4	24.60	1.21	1.44E+04	3.89E+02	8.76E+03
47.5	24.45	1.20	1.44E+04	3.89E+02	8.77E+03
47.6	24.29	1.20	1.44E+04	3.90E+02	8.78E+03
47.7	24.13	1.19	1.44E+04	3.90E+02	8.79E+03
47.8	23.98	1.18	1.45E+04	3.91E+02	8.80E+03
47.9	23.83	1.17	1.45E+04	3.91E+02	8.81E+03
48.0	23.68	1.17	1.45E+04	3.92E+02	8.82E+03
48.1	23.53	1.16	1.45E+04	3.92E+02	8.84E+03
48.2	23.38	1.15	1.45E+04	3.93E+02	8.85E+03
48.3	23.24	1.14	1.46E+04	3.93E+02	8.86E+03
48.4	23.09	1.14	1.46E+04	3.94E+02	8.87E+03
48.5	22.95	1.13	1.46E+04	3.94E+02	8.88E+03
48.6	22.81	1.12	1.46E+04	3.95E+02	8.89E+03
48.7	22.67	1.12	1.46E+04	3.95E+02	8.90E+03
48.8	22.53	1.11	1.46E+04	3.96E+02	8.91E+03
48.9	22.39	1.10	1.47E+04	3.96E+02	8.92E+03
49.0	22.25	1.10	1.47E+04	3.97E+02	8.94E+03
49.1	22.12	1.09	1.47E+04	3.97E+02	8.95E+03
49.2	21.98	1.08	1.47E+04	3.98E+02	8.96E+03
49.3	21.85	1.08	1.47E+04	3.98E+02	8.97E+03
49.4	21.72	1.07	1.48E+04	3.99E+02	8.98E+03
49.5	21.59	1.06	1.48E+04	3.99E+02	8.99E+03
49.6	21.46	1.06	1.48E+04	4.00E+02	9.00E+03
49.7	21.33	1.05	1.48E+04	4.00E+02	9.01E+03
49.8	21.21	1.04	1.48E+04	4.01E+02	9.02E+03
49.9	21.08	1.04	1.48E+04	4.01E+02	9.03E+03
50.0	20.96	1.00	1.49E+04	4.01E+02	9.04E+03
50.1	20.83	0.99	1.49E+04	4.02E+02	9.05E+03
50.2	20.71	0.99	1.49E+04	4.02E+02	9.06E+03
50.3	20.59	0.98	1.49E+04	4.03E+02	9.07E+03
50.4	20.47	0.98	1.49E+04	4.03E+02	9.08E+03
50.5	20.35	0.97	1.49E+04	4.04E+02	9.09E+03
50.6	20.24	0.97	1.50E+04	4.04E+02	9.10E+03
50.7	20.12	0.96	1.50E+04	4.05E+02	9.11E+03
50.8	20.00	0.95	1.50E+04	4.05E+02	9.12E+03
50.9	19.89	0.95	1.50E+04	4.06E+02	9.13E+03
51.0	19.78	0.94	1.50E+04	4.06E+02	9.14E+03
51.1	19.67	0.94	1.50E+04	4.06E+02	9.15E+03
51.2	19.56	0.93	1.51E+04	4.07E+02	9.16E+03
51.3	19.45	0.93	1.51E+04	4.07E+02	9.17E+03
51.4	19.34	0.92	1.51E+04	4.08E+02	9.18E+03
51.5	19.23	0.92	1.51E+04	4.08E+02	9.19E+03
51.6	19.12	0.91	1.51E+04	4.09E+02	9.20E+03
51.7	19.02	0.91	1.51E+04	4.09E+02	9.21E+03
51.8	18.91	0.90	1.51E+04	4.09E+02	9.22E+03
51.9	18.81	0.90	1.52E+04	4.10E+02	9.23E+03
52.0	18.71	0.89	1.52E+04	4.10E+02	9.24E+03
52.1	18.61	0.89	1.52E+04	4.11E+02	9.25E+03
52.2	18.50	0.88	1.52E+04	4.11E+02	9.26E+03
52.3	18.40	0.88	1.52E+04	4.12E+02	9.27E+03
52.4	18.31	0.87	1.52E+04	4.12E+02	9.28E+03
52.5	18.21	0.87	1.53E+04	4.12E+02	9.29E+03
52.6	18.11	0.86	1.53E+04	4.13E+02	9.30E+03
52.7	18.02	0.86	1.53E+04	4.13E+02	9.30E+03
52.8	17.92	0.85	1.53E+04	4.14E+02	9.31E+03
52.9	17.83	0.85	1.53E+04	4.14E+02	9.32E+03
53.0	17.73	0.85	1.53E+04	4.14E+02	9.33E+03
53.1	17.64	0.84	1.53E+04	4.15E+02	9.34E+03
53.2	17.55	0.84	1.54E+04	4.15E+02	9.35E+03
53.3	17.46	0.83	1.54E+04	4.16E+02	9.36E+03
53.4	17.37	0.83	1.54E+04	4.16E+02	9.37E+03
53.5	17.28	0.82	1.54E+04	4.16E+02	9.38E+03
53.6	17.19	0.82	1.54E+04	4.17E+02	9.39E+03
53.7	17.11	0.82	1.54E+04	4.17E+02	9.40E+03
53.8	17.02	0.81	1.55E+04	4.18E+02	9.40E+03
53.9	16.93	0.81	1.55E+04	4.18E+02	9.41E+03
54.0	16.85	0.80	1.55E+04	4.18E+02	9.42E+03
54.1	16.76	0.80	1.55E+04	4.19E+02	9.43E+03
54.2	16.68	0.80	1.55E+04	4.19E+02	9.44E+03
54.3	16.60	0.79	1.55E+04	4.20E+02	9.45E+03
54.4	16.52	0.79	1.55E+04	4.20E+02	9.46E+03
54.5	16.44	0.78	1.56E+04	4.20E+02	9.47E+03
54.6	16.36	0.78	1.56E+04	4.21E+02	9.48E+03
54.7	16.28	0.78	1.56E+04	4.21E+02	9.48E+03
54.8	16.20	0.77	1.56E+04	4.22E+02	9.49E+03
54.9	16.12	0.77	1.56E+04	4.22E+02	9.50E+03
55.0	16.04	0.77	1.56E+04	4.22E+02	9.51E+03
55.1	15.97	0.76	1.56E+04	4.23E+02	9.52E+03
55.2	15.89	0.76	1.57E+04	4.23E+02	9.53E+03
55.3	15.82	0.75	1.57E+04	4.23E+02	9.54E+03
55.4	15.74	0.75	1.57E+04	4.24E+02	9.54E+03
55.5	15.67	0.75	1.57E+04	4.24E+02	9.55E+03
55.6	15.59	0.74	1.57E+04	4.25E+02	9.56E+03
55.7	15.52	0.74	1.57E+04	4.25E+02	9.57E+03
55.8	15.45	0.74	1.57E+04	4.25E+02	9.58E+03
55.9	15.38	0.73	1.58E+04	4.26E+02	9.59E+03
56.0	15.31	0.73	1.58E+04	4.26E+02	9.59E+03
56.1	15.24	0.73	1.58E+04	4.26E+02	9.60E+03
56.2	15.17	0.72	1.58E+04	4.27E+02	9.61E+03
56.3	15.10	0.72	1.58E+04	4.27E+02	9.62E+03
56.4	15.03	0.72	1.58E+04	4.28E+02	9.63E+03
56.5	14.96	0.71	1.58E+04	4.28E+02	9.63E+03
56.6	14.90	0.71	1.58E+04	4.28E+02	9.64E+03
56.7	14.83	0.71	1.59E+04	4.29E+02	9.65E+03
56.8	14.77	0.70	1.59E+04	4.29E+02	9.66E+03
56.9	14.70	0.70	1.59E+04	4.29E+02	9.67E+03
57.0	14.64	0.70	1.59E+04	4.30E+02	9.68E+03
57.1	14.57	0.70	1.59E+04	4.30E+02	9.68E+03
57.2	14.51	0.69	1.59E+04	4.30E+02	9.69E+03
57.3	14.45	0.69	1.59E+04	4.31E+02	9.70E+03
57.4	14.38	0.69	1.60E+04	4.31E+02	9.71E+03
57.5	14.32	0.68	1.60E+04	4.31E+02	9.72E+03
57.6	14.26	0.68	1.60E+04	4.32E+02	9.72E+03
57.7	14.20	0.68	1.60E+04	4.32E+02	9.73E+03
57.8	14.14	0.67	1.60E+04	4.32E+02	9.74E+03
57.9	14.08	0.67	1.60E+04	4.33E+02	9.75E+03
58.0	14.02	0.67	1.60E+04	4.33E+02	9.75E+03
58.1	13.96	0.67	1.60E+04	4.34E+02	9.76E+03
58.2	13.91	0.66	1.61E+04	4.34E+02	9.77E+03
58.3	13.85	0.66	1.61E+04	4.34E+02	9.78E+03
58.4	13.79	0.66	1.61E+04	4.35E+02	9.79E+03
58.5	13.74	0.66	1.61E+04	4.35E+02	9.79E+03
58.6	13.68	0.65	1.61E+04	4.35E+02	9.80E+03
58.7	13.62	0.65	1.61E+04	4.36E+02	9.81E+03
58.8	13.57	0.65	1.61E+04	4.36E+02	9.82E+03
58.9	13.52	0.64	1.61E+04	4.36E+02	9.82E+03
59.0	13.46	0.64	1.62E+04	4.37E+02	9.83E+03
59.1	13.41	0.64	1.62E+04	4.37E+02	9.84E+03
59.2	13.35	0.64	1.62E+04	4.37E+02	9.85E+03
59.3	13.30	0.63	1.62E+04	4.38E+02	9.85E+03
59.4	13.25	0.63	1.62E+04	4.38E+02	9.86E+03
59.5	13.20	0.63	1.62E+04	4.38E+02	9.87E+03
59.6	13.15	0.63	1.62E+04	4.39E+02	9.88E+03
59.7	13.10	0.62	1.62E+04	4.39E+02	9.88E+03
59.8	13.05	0.62	1.63E+04	4.39E+02	9.89E+03
59.9	13.00	0.62	1.63E+04	4.40E+02	9.90E+03
60.0	12.95	0.62	1.63E+04	4.40E+02	9.91E+03
60.1	12.90	0.62	1.63E+04	4.40E+02	9.91E+03
60.2	12.85	0.62	1.63E+04	4.41E+02	9.92E+03
60.3	12.80	0.62	1.63E+04	4.41E+02	9.93E+03
60.4	12.75	0.61	1.63E+04	4.41E+02	9.94E+03
60.5	12.71	0.61	1.63E+04	4.42E+02	9.94E+03
60.6	12.66	0.61	1.64E+04	4.42E+02	9.95E+03
60.7	12.61	0.61	1.64E+04	4.42E+02	9.96E+03
60.8	12.57	0.61	1.64E+04	4.43E+02	9.97E+03
60.9	12.52	0.60	1.64E+04	4.43E+02	9.97E+03
61.0	12.47	0.60	1.64E+04	4.43E+02	9.98E+03
61.1	12.43	0.60	1.64E+04	4.44E+02	9.99E+03
61.2	12.38	0.60	1.64E+04	4.44E+02	9.99E+03
61.3	12.34	0.59	1.64E+04	4.44E+02	1.00E+04
61.4	12.30	0.59	1.64E+04	4.44E+02	1.00E+04
61.5	12.25	0.59	1.65E+04	4.45E+02	1.00E+04
61.6	12.21	0.59	1.65E+04	4.45E+02	1.00E+04
61.7	12.17	0.59	1.65E+04	4.45E+02	1.00E+04
61.8	12.12	0.58	1.65E+04	4.46E+02	1.00E+04
61.9	12.08	0.58	1.65E+04	4.46E+02	1.00E+04
62.0	12.04	0.58	1.65E+04	4.46E+02	1.01E+04
62.1	12.00	0.58	1.65E+04	4.47E+02	1.01E+04
62.2	11.96	0.58	1.65E+04	4.47E+02	1.01E+04
62.3	11.92	0.57	1.66E+04	4.47E+02	1.01E+04
62.4	11.88	0.57	1.66E+04	4.48E+02	1.01E+04
62.5	11.84	0.57	1.66E+04	4.48E+02	1.01E+04
62.6	11.80	0.57	1.66E+04	4.48E+02	1.01E+04
62.7	11.76	0.57	1.66E+04	4.49E+02	1.01E+04
62.8	11.72	0.56	1.66E+04	4.49E+02	1.01E+04
62.9	11.68	0.56	1.66E+04	4.49E+02	1.01E+04
63.0	11.64	0.56	1.66E+04	4.49E+02	1.01E+04
63.1	11.60	0.56	1.66E+04	4.50E+02	1.01E+04
63.2	11.56	0.56	1.67E+04	4.50E+02	1.01E+04
63.3	11.53	0.56	1.67E+04	4.50E+02	1.01E+04
63.4	11.49	0.55	1.67E+04	4.51E+02	1.01E+04
63.5	11.45	0.55	1.67E+04	4.51E+02	1.02E+04
63.6	11.42	0.55	1.67E+04	4.51E+02	1.02E+04
63.7	11.38	0.55	1.67E+04	4.52E+02	1.02E+04
63.8	11.34	0.55	1.67E+04	4.52E+02	1.02E+04
63.9	11.31	0.55	1.67E+04	4.52E+02	1.02E+04
64.0	11.27	0.54	1.67E+04	4.53E+02	1.02E+04
64.1	11.24	0.54	1.68E+04	4.53E+02	1.02E+04
64.2	11.20	0.54	1.68E+04	4.53E+02	1.02E+04
64.3	11.17	0.54	1.68E+04	4.53E+02	1.02E+04
64.4	11.13	0.54	1.68E+04	4.54E+02	1.02E+04
64.5	11.10	0.54	1.68E+04	4.54E+02	1.02E+04
64.6	11.07	0.53	1.68E+04	4.54E+02	1.02E+04
64.7	11.03	0.53	1.68E+04	4.55E+02	1.02E+04
64.8	11.00	0.53	1.68E+04	4.55E+02	1.02E+04
64.9	10.97	0.53	1.68E+04	4.55E+02	1.03E+04
65.0	10.93	0.53	1.69E+04	4.56E+02	1.03E+04
65.1	10.90	0.53	1.69E+04	4.56E+02	1.03E+04
65.2	10.87	0.52	1.69E+04	4.56E+02	1.03E+04
65.3	10.84	0.52	1.69E+04	4.56E+02	1.03E+04
65.4	10.81	0.52	1.69E+04	4.57E+02	1.03E+04
65.5	10.77	0.52	1.69E+04	4.57E+02	1.03E+04
65.6	10.74	0.52	1.69E+04	4.57E+02	1.03E+04
65.7	10.71	0.52	1.69E+04	4.58E+02	1.03E+04
65.8	10.68	0.51	1.69E+04	4.58E+02	1.03E+04
65.9	10.65	0.51	1.70E+04	4.58E+02	1.03E+04
66.0	10.62	0.51	1.70E+04	4.58E+02	1.03E+04
66.1	10.59	0.51	1.70E+04	4.59E+02	1.03E+04
66.2	10.56	0.51	1.70E+04	4.59E+02	1.03E+04
66.3	10.53	0.51	1.70E+04	4.59E+02	1.03E+04
66.4	10.50	0.51	1.70E+04	4.60E+02	1.04E+04
66.5	10.47	0.50	1.70E+04	4.60E+02	1.04E+04
66.6	10.44	0.50	1.70E+04	4.60E+02	1.04E+04
66.7	10.42	0.50	1.70E+04	4.61E+02	1.04E+04
66.8	10.39	0.50	1.71E+04	4.61E+02	1.04E+04
66.9	10.36	0.50	1.71E+04	4.61E+02	1.04E+04
67.0	10.33	0.50	1.71E+04	4.61E+02	1.04E+04
67.1	10.30	0.50	1.71E+04	4.62E+02	1.04E+04
67.2	10.28	0.50	1.71E+04	4.62E+02	1.04E+04
67.3	10.25	0.49	1.71E+04	4.62E+02	1.04E+04
67.4	10.22	0.49	1.71E+04	4.63E+02	1.04E+04
67.5	10.19	0.49	1.71E+04	4.63E+02	1.04E+04
67.6	10.17	0.49	1.71E+04	4.63E+02	1.04E+04
67.7	10.14	0.49	1.71E+04	4.63E+02	1.04E+04
67.8	10.12	0.49	1.72E+04	4.64E+02	1.04E+04
67.9	10.09	0.49	1.72E+04	4.64E+02	1.04E+04
68.0	10.06	0.49	1.72E+04	4.64E+02	1.05E+04
68.1	10.04	0.48	1.72E+04	4.65E+02	1.05E+04
68.2	10.01	0.48	1.72E+04	4.65E+02	1.05E+04
68.3	9.99	0.48	1.72E+04	4.65E+02	1.05E+04
68.4	9.96	0.48	1.72E+04	4.65E+02	1.05E+04
68.5	9.94	0.48	1.72E+04	4.66E+02	1.05E+04
68.6	9.91	0.48	1.72E+04	4.66E+02	1.05E+04
68.7	9.89	0.48	1.73E+04	4.66E+02	1.05E+04
68.8	9.86	0.48	1.73E+04	4.67E+02	1.05E+04
68.9	9.84	0.47	1.73E+04	4.67E+02	1.05E+04
69.0	9.82	0.47	1.73E+04	4.67E+02	1.05E+04
69.1	9.79	0.47	1.73E+04	4.67E+02	1.05E+04
69.2	9.77	0.47	1.73E+04	4.68E+02	1.05E+04
69.3	9.75	0.47	1.73E+04	4.68E+02	1.05E+04
69.4	9.72	0.47	1.73E+04	4.68E+02	1.05E+04
69.5	9.70	0.47	1.73E+04	4.68E+02	1.05E+04
69.6	9.68	0.47	1.73E+04	4.69E+02	1.06E+04
69.7	9.65	0.47	1.74E+04	4.69E+02	1.06E+04
69.8	9.63	0.46	1.74E+04	4.69E+02	1.06E+04
69.9	9.61	0.46	1.74E+04	4.70E+02	1.06E+04
70.0	9.59	0.46	1.74E+04	4.70E+02	1.06E+04
70.1	9.56	0.46	1.74E+04	4.70E+02	1.06E+04
70.2	9.54	0.46	1.74E+04	4.70E+02	1.06E+04
70.3	9.52	0.46	1.74E+04	4.71E+02	1.06E+04
70.4	9.50	0.46	1.74E+04	4.71E+02	1.06E+04
70.5	9.48	0.46	1.74E+04	4.71E+02	1.06E+04
70.6	9.46	0.46	1.74E+04	4.72E+02	1.06E+04
70.7	9.44	0.45	1.75E+04	4.72E+02	1.06E+04
70.8	9.41	0.45	1.75E+04	4.72E+02	1.06E+04
70.9	9.39	0.45	1.75E+04	4.72E+02	1.06E+04
71.0	9.37	0.45	1.75E+04	4.73E+02	1.06E+04
71.1	9.35	0.45	1.75E+04	4.73E+02	1.06E+04
71.2	9.33	0.45	1.75E+04	4.73E+02	1.07E+04
71.3	9.31	0.45	1.75E+04	4.73E+02	1.07E+04
71.4	9.29	0.45	1.75E+04	4.74E+02	1.07E+04
71.5	9.27	0.45	1.75E+04	4.74E+02	1.07E+04
71.6	9.25	0.45	1.75E+04	4.74E+02	1.07E+04
71.7	9.23	0.45	1.76E+04	4.75E+02	1.07E+04
71.8	9.21	0.44	1.76E+04	4.75E+02	1.07E+04
71.9	9.19	0.44	1.76E+04	4.75E+02	1.07E+04
72.0	9.18	0.44	1.76E+04	4.75E+02	1.07E+04
72.1	9.16	0.44	1.76E+04	4.76E+02	1.07E+04
72.2	9.14	0.44	1.76E+04	4.76E+02	1.07E+04
72.3	9.12	0.44	1.76E+04	4.76E+02	1.07E+04
72.4	9.10	0.44	1.76E+04	4.76E+02	1.07E+04
72.5	9.08	0.44	1.76E+04	4.77E+02	1.07E+04
72.6	9.06	0.44	1.76E+04	4.77E+02	1.07E+04
72.7	9.04	0.44	1.77E+04	4.77E+02	1.07E+04
72.8	9.03	0.44	1.77E+04	4.78E+02	1.08E+04
72.9	9.01	0.43	1.77E+04	4.78E+02	1.08E+04
73.0	8.99	0.43	1.77E+04	4.78E+02	1.08E+04
73.1	8.97	0.43	1.77E+04	4.78E+02	1.08E+04
73.2	8.96	0.43	1.77E+04	4.79E+02	1.08E+04
73.3	8.94	0.43	1.77E+04	4.79E+02	1.08E+04
73.4	8.92	0.43	1.77E+04	4.79E+02	1.08E+04
73.5	8.90	0.43	1.77E+04	4.79E+02	1.08E+04
73.6	8.89	0.43	1.77E+04	4.80E+02	1.08E+04
73.7	8.87	0.43	1.78E+04	4.80E+02	1.08E+04
73.8	8.85	0.43	1.78E+04	4.80E+02	1.08E+04
73.9	8.84	0.43	1.78E+04	4.80E+02	1.08E+04
74.0	8.82	0.43	1.78E+04	4.81E+02	1.08E+04
74.1	8.80	0.42	1.78E+04	4.81E+02	1.08E+04
74.2	8.79	0.42	1.78E+04	4.81E+02	1.08E+04
74.3	8.77	0.42	1.78E+04	4.82E+02	1.08E+04
74.4	8.75	0.42	1.78E+04	4.82E+02	1.08E+04
74.5	8.74	0.42	1.78E+04	4.82E+02	1.09E+04
74.6	8.72	0.42	1.78E+04	4.82E+02	1.09E+04
74.7	8.71	0.42	1.79E+04	4.83E+02	1.09E+04
74.8	8.69	0.42	1.79E+04	4.83E+02	1.09E+04
74.9	8.68	0.42	1.79E+04	4.83E+02	1.09E+04
75.0	8.66	0.42	1.79E+04	4.83E+02	1.09E+04
75.1	8.65	0.42	1.79E+04	4.84E+02	1.09E+04
75.2	8.63	0.42	1.79E+04	4.84E+02	1.09E+04
75.3	8.62	0.42	1.79E+04	4.84E+02	1.09E+04
75.4	8.60	0.41	1.79E+04	4.84E+02	1.09E+04
75.5	8.59	0.41	1.79E+04	4.85E+02	1.09E+04
75.6	8.57	0.41	1.79E+04	4.85E+02	1.09E+04
75.7	8.56	0.41	1.80E+04	4.85E+02	1.09E+04
75.8	8.54	0.41	1.80E+04	4.85E+02	1.09E+04
75.9	8.53	0.41	1.80E+04	4.86E+02	1.09E+04
76.0	8.51	0.41	1.80E+04	4.86E+02	1.09E+04
76.1	8.50	0.41	1.80E+04	4.86E+02	1.09E+04
76.2	8.48	0.41	1.80E+04	4.87E+02	1.10E+04
76.3	8.47	0.41	1.80E+04	4.87E+02	1.10E+04
76.4	8.46	0.41	1.80E+04	4.87E+02	1.10E+04
76.5	8.44	0.41	1.80E+04	4.87E+02	1.10E+04
76.6	8.43	0.41	1.80E+04	4.88E+02	1.10E+04
76.7	8.41	0.41	1.81E+04	4.88E+02	1.10E+04
76.8	8.40	0.40	1.81E+04	4.88E+02	1.10E+04
76.9	8.39	0.40	1.81E+04	4.88E+02	1.10E+04
77.0	8.37	0.40	1.81E+04	4.89E+02	1.10E+04
77.1	8.36	0.40	1.81E+04	4.89E+02	1.10E+04
77.2	8.35	0.40	1.81E+04	4.89E+02	1.10E+04
77.3	8.33	0.40	1.81E+04	4.89E+02	1.10E+04
77.4	8.32	0.40	1.81E+04	4.90E+02	1.10E+04
77.5	8.31	0.40	1.81E+04	4.90E+02	1.10E+04
77.6	8.30	0.40	1.81E+04	4.90E+02	1.10E+04
77.7	8.28	0.40	1.81E+04	4.90E+02	1.10E+04
77.8	8.27	0.40	1.82E+04	4.91E+02	1.11E+04
77.9	8.26	0.40	1.82E+04	4.91E+02	1.11E+04
78.0	8.24	0.40	1.82E+04	4.91E+02	1.11E+04
78.1	8.23	0.40	1.82E+04	4.92E+02	1.11E+04
78.2	8.22	0.40	1.82E+04	4.92E+02	1.11E+04
78.3	8.21	0.40	1.82E+04	4.92E+02	1.11E+04
78.4	8.20	0.40	1.82E+04	4.92E+02	1.11E+04
78.5	8.18	0.39	1.82E+04	4.93E+02	1.11E+04
78.6	8.17	0.39	1.82E+04	4.93E+02	1.11E+04
78.7	8.16	0.39	1.82E+04	4.93E+02	1.11E+04
78.8	8.15	0.39	1.83E+04	4.93E+02	1.11E+04
78.9	8.14	0.39	1.83E+04	4.94E+02	1.11E+04
79.0	8.12	0.39	1.83E+04	4.94E+02	1.11E+04
79.1	8.11	0.39	1.83E+04	4.94E+02	1.11E+04
79.2	8.10	0.39	1.83E+04	4.94E+02	1.11E+04
79.3	8.09	0.39	1.83E+04	4.95E+02	1.11E+04
79.4	8.08	0.39	1.83E+04	4.95E+02	1.11E+04
79.5	8.07	0.39	1.83E+04	4.95E+02	1.11E+04
79.6	8.06	0.39	1.83E+04	4.95E+02	1.12E+04
79.7	8.04	0.39	1.83E+04	4.96E+02	1.12E+04
79.8	8.03	0.39	1.83E+04	4.96E+02	1.12E+04
79.9	8.02	0.39	1.84E+04	4.96E+02	1.12E+04
80.0	8.01	0.41	1.84E+04	4.96E+02	1.12E+04
80.1	8.00	0.41	1.84E+04	4.97E+02	1.12E+04
80.2	7.99	0.41	1.84E+04	4.97E+02	1.12E+04
80.3	7.98	0.41	1.84E+04	4.97E+02	1.12E+04
80.4	7.97	0.40	1.84E+04	4.97E+02	1.12E+04
80.5	7.96	0.40	1.84E+04	4.98E+02	1.12E+04
80.6	7.95	0.40	1.84E+04	4.98E+02	1.12E+04
80.7	7.94	0.40	1.84E+04	4.98E+02	1.12E+04
80.8	7.93	0.40	1.84E+04	4.99E+02	1.12E+04
80.9	7.92	0.40	1.85E+04	4.99E+02	1.12E+04
81.0	7.91	0.40	1.85E+04	4.99E+02	1.12E+04
81.1	7.90	0.40	1.85E+04	4.99E+02	1.12E+04
81.2	7.89	0.40	1.85E+04	5.00E+02	1.12E+04
81.3	7.88	0.40	1.85E+04	5.00E+02	1.13E+04
81.4	7.87	0.40	1.85E+04	5.00E+02	1.13E+04
81.5	7.86	0.40	1.85E+04	5.00E+02	1.13E+04
81.6	7.85	0.40	1.85E+04	5.01E+02	1.13E+04
81.7	7.84	0.40	1.85E+04	5.01E+02	1.13E+04
81.8	7.83	0.40	1.85E+04	5.01E+02	1.13E+04
81.9	7.82	0.40	1.86E+04	5.01E+02	1.13E+04
82.0	7.81	0.40	1.86E+04	5.02E+02	1.13E+04
82.1	7.80	0.40	1.86E+04	5.02E+02	1.13E+04
82.2	7.79	0.40	1.86E+04	5.02E+02	1.13E+04
82.3	7.78	0.40	1.86E+04	5.02E+02	1.13E+04
82.4	7.77	0.39	1.86E+04	5.03E+02	1.13E+04
82.5	7.76	0.39	1.86E+04	5.03E+02	1.13E+04
82.6	7.75	0.39	1.86E+04	5.03E+02	1.13E+04
82.7	7.74	0.39	1.86E+04	5.03E+02	1.13E+04
82.8	7.73	0.39	1.86E+04	5.04E+02	1.13E+04
82.9	7.72	0.39	1.86E+04	5.04E+02	1.13E+04
83.0	7.71	0.39	1.87E+04	5.04E+02	1.14E+04
83.1	7.70	0.39	1.87E+04	5.04E+02	1.14E+04
83.2	7.70	0.39	1.87E+04	5.05E+02	1.14E+04
83.3	7.69	0.39	1.87E+04	5.05E+02	1.14E+04
83.4	7.68	0.39	1.87E+04	5.05E+02	1.14E+04
83.5	7.67	0.39	1.87E+04	5.05E+02	1.14E+04
83.6	7.66	0.39	1.87E+04	5.06E+02	1.14E+04
83.7	7.65	0.39	1.87E+04	5.06E+02	1.14E+04
83.8	7.64	0.39	1.87E+04	5.06E+02	1.14E+04
83.9	7.64	0.39	1.87E+04	5.06E+02	1.14E+04
84.0	7.63	0.39	1.87E+04	5.07E+02	1.14E+04
84.1	7.62	0.39	1.88E+04	5.07E+02	1.14E+04
84.2	7.61	0.39	1.88E+04	5.07E+02	1.14E+04
84.3	7.60	0.39	1.88E+04	5.08E+02	1.14E+04
84.4	7.59	0.39	1.88E+04	5.08E+02	1.14E+04
84.5	7.59	0.39	1.88E+04	5.08E+02	1.14E+04
84.6	7.58	0.38	1.88E+04	5.08E+02	1.14E+04
84.7	7.57	0.38	1.88E+04	5.09E+02	1.15E+04
84.8	7.56	0.38	1.88E+04	5.09E+02	1.15E+04
84.9	7.55	0.38	1.88E+04	5.09E+02	1.15E+04
85.0	7.55	0.38	1.88E+04	5.09E+02	1.15E+04
85.1	7.54	0.38	1.89E+04	5.10E+02	1.15E+04
85.2	7.53	0.38	1.89E+04	5.10E+02	1.15E+04
85.3	7.52	0.38	1.89E+04	5.10E+02	1.15E+04
85.4	7.51	0.38	1.89E+04	5.10E+02	1.15E+04
85.5	7.51	0.38	1.89E+04	5.11E+02	1.15E+04
85.6	7.50	0.38	1.89E+04	5.11E+02	1.15E+04
85.7	7.49	0.38	1.89E+04	5.11E+02	1.15E+04
85.8	7.48	0.38	1.89E+04	5.11E+02	1.15E+04
85.9	7.48	0.38	1.89E+04	5.12E+02	1.15E+04
86.0	7.47	0.38	1.89E+04	5.12E+02	1.15E+04
86.1	7.46	0.38	1.89E+04	5.12E+02	1.15E+04
86.2	7.46	0.38	1.90E+04	5.12E+02	1.15E+04
86.3	7.45	0.38	1.90E+04	5.13E+02	1.15E+04
86.4	7.44	0.38	1.90E+04	5.13E+02	1.15E+04
86.5	7.43	0.38	1.90E+04	5.13E+02	1.16E+04
86.6	7.43	0.38	1.90E+04	5.13E+02	1.16E+04
86.7	7.42	0.38	1.90E+04	5.14E+02	1.16E+04
86.8	7.41	0.38	1.90E+04	5.14E+02	1.16E+04
86.9	7.41	0.38	1.90E+04	5.14E+02	1.16E+04
87.0	7.40	0.38	1.90E+04	5.14E+02	1.16E+04
87.1	7.39	0.38	1.90E+04	5.15E+02	1.16E+04
87.2	7.39	0.38	1.91E+04	5.15E+02	1.16E+04
87.3	7.38	0.37	1.91E+04	5.15E+02	1.16E+04
87.4	7.37	0.37	1.91E+04	5.15E+02	1.16E+04
87.5	7.37	0.37	1.91E+04	5.16E+02	1.16E+04
