#ZVView-data-copy:  15-Feb-2023 18:49:49
#=======================================
#
#name:   29-CU-0(P,X)30-ZN-62,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  403
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          50.4        0.818       0.0122     0.000624  # 1997,R.Michel+           ## O0276139  #dY:5.1%
          50.5          1.3       0.0131      0.00137  # 1997,R.Michel+           ## O0276139  #dY:10.5%
          51.2        0.823       0.0116     0.000866  # 1997,R.Michel+           ## O0276139  #dY:7.5%
          51.3         1.18       0.0124     0.000882  # 1997,R.Michel+           ## O0276139  #dY:7.1%
            52            0       0.0115      0.00094  # 1992,S.J.Mills+          ## A0507002  #dY:8.2%
            52        0.801       0.0118     0.000609  # 1997,R.Michel+           ## O0276139  #dY:5.2%
          52.4         0.34      0.01063    0.0003189  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
          52.4         0.34      0.01061    0.0003183  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
          52.4         1.18        0.012      0.00088  # 1997,R.Michel+           ## O0276139  #dY:7.3%
          53.4        0.801       0.0102     0.000795  # 1997,R.Michel+           ## O0276139  #dY:7.8%
          53.4         1.18       0.0132     0.000939  # 1997,R.Michel+           ## O0276139  #dY:7.1%
        53.435            0       0.0115       0.0011  # 2004,M.S.Uddin+          ## E1894005  #dY:9.6%
          53.5        0.789       0.0114     0.000584  # 1997,R.Michel+           ## O0276139  #dY:5.1%
          53.9            0      0.01086      0.00088  # 1992,S.J.Mills+          ## A0507002  #dY:8.1%
          54.5         1.17       0.0118      0.00097  # 1997,R.Michel+           ## O0276139  #dY:8.2%
            55        0.778       0.0108     0.000556  # 1997,R.Michel+           ## O0276139  #dY:5.1%
          55.5         0.34      0.00968    0.0002904  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
          55.5         0.34      0.00948    0.0002844  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
          55.5        0.781       0.0104     0.000797  # 1997,R.Michel+           ## O0276139  #dY:7.7%
          55.7         1.15       0.0108      0.00077  # 1997,R.Michel+           ## O0276139  #dY:7.1%
          55.8            0      0.01012      0.00082  # 1992,S.J.Mills+          ## A0507002  #dY:8.1%
          56.5        0.764       0.0103     0.000527  # 1997,R.Michel+           ## O0276139  #dY:5.1%
          57.1         1.15       0.0104      0.00075  # 1997,R.Michel+           ## O0276139  #dY:7.2%
          57.4         1.15       0.0118     0.000872  # 1997,R.Michel+           ## O0276139  #dY:7.4%
          57.5        0.756      0.00957     0.000771  # 1997,R.Michel+           ## O0276139  #dY:8.1%
        57.552            0       0.0108       0.0009  # 2004,M.S.Uddin+          ## E1894005  #dY:8.3%
          57.6            0      0.00968      0.00079  # 1992,S.J.Mills+          ## A0507002  #dY:8.2%
          57.6          1.4      0.00973      0.00127  # 1997,R.Michel+           ## O0276139  #dY:13.1%
          58.5         0.34      0.00861    0.0002583  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
            59          1.2       0.0095       0.0017  # 1987,V.N.Aleksandrov+    ## A0351002  #dY:17.9%
          59.4            0      0.00871      0.00071  # 1992,S.J.Mills+          ## A0507002  #dY:8.2%
          59.5        0.727      0.00915     0.000471  # 1997,R.Michel+           ## O0276139  #dY:5.1%
          59.8         1.13      0.00948     0.000684  # 1997,R.Michel+           ## O0276139  #dY:7.2%
          60.6         1.12      0.00923     0.000664  # 1997,R.Michel+           ## O0276139  #dY:7.2%
          60.7         0.34      0.00803    0.0002409  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
          60.9        0.712      0.00881     0.000454  # 1997,R.Michel+           ## O0276139  #dY:5.2%
          61.1            0      0.00815      0.00067  # 1992,S.J.Mills+          ## A0507002  #dY:8.2%
        61.472            0      0.00946       0.0009  # 2004,M.S.Uddin+          ## E1894005  #dY:9.5%
          61.7        0.709      0.00843     0.000742  # 1997,R.Michel+           ## O0276139  #dY:8.8%
          62.3        0.692      0.00844     0.000435  # 1997,R.Michel+           ## O0276139  #dY:5.2%
          62.4         1.11       0.0084     0.000612  # 1997,R.Michel+           ## O0276139  #dY:7.3%
          62.8            0      0.00759      0.00062  # 1992,S.J.Mills+          ## A0507002  #dY:8.2%
          63.6        0.681        0.008     0.000413  # 1997,R.Michel+           ## O0276139  #dY:5.2%
          63.6        0.684      0.00827     0.000701  # 1997,R.Michel+           ## O0276139  #dY:8.5%
          63.8          1.1      0.00839     0.000597  # 1997,R.Michel+           ## O0276139  #dY:7.1%
          64.2         1.09      0.00798     0.000576  # 1997,R.Michel+           ## O0276139  #dY:7.2%
          64.5            0      0.00735       0.0006  # 1992,S.J.Mills+          ## A0507002  #dY:8.2%
          64.9        0.663      0.00766     0.000395  # 1997,R.Michel+           ## O0276139  #dY:5.2%
          65.1         0.34      0.00694    0.0002082  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
          65.1         0.34      0.00719    0.0002157  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
        65.194            0      0.00881       0.0008  # 2004,M.S.Uddin+          ## E1894005  #dY:9.1%
          65.5        0.659      0.00707     0.000671  # 1997,R.Michel+           ## O0276139  #dY:9.5%
          65.8            0      0.00784      0.00065  # 1992,S.J.Mills+          ## A0507002  #dY:8.3%
            66         1.08      0.00748     0.000545  # 1997,R.Michel+           ## O0276139  #dY:7.3%
          66.2        0.641      0.00743     0.000384  # 1997,R.Michel+           ## O0276139  #dY:5.2%
          67.4        0.629      0.00712     0.000668  # 1997,R.Michel+           ## O0276139  #dY:9.4%
          67.4         1.07      0.00752     0.000537  # 1997,R.Michel+           ## O0276139  #dY:7.1%
          67.5        0.622      0.00715      0.00037  # 1997,R.Michel+           ## O0276139  #dY:5.2%
          67.6         0.34      0.00651    0.0001953  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
          67.7         1.07      0.00736     0.000535  # 1997,R.Michel+           ## O0276139  #dY:7.3%
          68.5            0      0.00711       0.0006  # 1992,S.J.Mills+          ## A0507002  #dY:8.4%
        68.788            0      0.00824       0.0008  # 2004,M.S.Uddin+          ## E1894005  #dY:9.7%
          68.8        0.604      0.00698     0.000361  # 1997,R.Michel+           ## O0276139  #dY:5.2%
          69.2        0.597      0.00716     0.000687  # 1997,R.Michel+           ## O0276139  #dY:9.6%
          69.4         1.05      0.00761     0.000603  # 1997,R.Michel+           ## O0276139  #dY:7.9%
          69.7         0.34      0.00634    0.0001902  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
          69.7         0.34      0.00616    0.0001848  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
          69.8         0.34      0.00642    0.0001926  # 1982,A.Gruetter          ## D0505005  #dY:3.0%
            70          0.9       0.0053       0.0011  # 1987,V.N.Aleksandrov+    ## A0351002  #dY:20.8%
            70        0.582      0.00671     0.000348  # 1997,R.Michel+           ## O0276139  #dY:5.2%
          71.2            0      0.00659      0.00055  # 1992,S.J.Mills+          ## A0507002  #dY:8.3%
          71.4         0.55      0.00591     0.000616  # 1997,R.Michel+           ## O0276139  #dY:10.4%
          71.4         1.03      0.00667     0.000477  # 1997,R.Michel+           ## O0276139  #dY:7.2%
          71.4         1.02      0.00653     0.000476  # 1997,R.Michel+           ## O0276139  #dY:7.3%
          73.7            0      0.00663      0.00056  # 1992,S.J.Mills+          ## A0507002  #dY:8.4%
            74         1.04      0.00692      0.00102  # 1997,R.Michel+           ## O0276139  #dY:14.7%
          76.2            0      0.00645      0.00057  # 1992,S.J.Mills+          ## A0507002  #dY:8.8%
          78.6            0       0.0058      0.00049  # 1992,S.J.Mills+          ## A0507002  #dY:8.4%
            79          2.2       0.0061       0.0012  # 1987,V.N.Aleksandrov+    ## A0351002  #dY:19.7%
            81            0      0.00572      0.00049  # 1992,S.J.Mills+          ## A0507002  #dY:8.6%
          83.3            0       0.0057      0.00049  # 1992,S.J.Mills+          ## A0507002  #dY:8.6%
          84.9        0.766      0.00552     0.000574  # 1997,R.Michel+           ## O0276139  #dY:10.4%
          85.6            0      0.00543      0.00047  # 1992,S.J.Mills+          ## A0507002  #dY:8.7%
          87.9            0      0.00542      0.00048  # 1992,S.J.Mills+          ## A0507002  #dY:8.9%
          88.1        0.791      0.00513     0.000946  # 1997,R.Michel+           ## O0276139  #dY:18.4%
            89          1.9       0.0052      0.00093  # 1987,V.N.Aleksandrov+    ## A0351002  #dY:17.9%
          90.1            0      0.00505      0.00046  # 1992,S.J.Mills+          ## A0507002  #dY:9.1%
          92.2            0      0.00465       0.0004  # 1992,S.J.Mills+          ## A0507002  #dY:8.6%
          94.3            0       0.0047       0.0004  # 1992,S.J.Mills+          ## A0507002  #dY:8.5%
          96.4            0      0.00474      0.00041  # 1992,S.J.Mills+          ## A0507002  #dY:8.6%
            98          1.5       0.0042      0.00075  # 1987,V.N.Aleksandrov+    ## A0351002  #dY:17.9%
          99.7            0       0.0047      0.00045  # 1992,S.J.Mills+          ## A0507002  #dY:9.6%
          99.9          1.7      0.00419     0.000413  # 1997,R.Michel+           ## O0276139  #dY:9.9%
        104.49         0.37      0.00326      0.00021  # 2021,M.B.Fox+            ## C2702042  #dY:6.4%
         105.4            0      0.00442      0.00042  # 1992,S.J.Mills+          ## A0507002  #dY:9.5%
           111         1.61      0.00381     0.000349  # 1997,R.Michel+           ## O0276139  #dY:9.2%
         112.2            0      0.00428       0.0004  # 1992,S.J.Mills+          ## A0507002  #dY:9.3%
         118.7            0      0.00412      0.00038  # 1992,S.J.Mills+          ## A0507002  #dY:9.2%
        120.02        0.335      0.00342      0.00019  # 2021,M.B.Fox+            ## C2702042  #dY:5.6%
           121         1.53      0.00345     0.000311  # 1997,R.Michel+           ## O0276139  #dY:9.0%
         122.6            0       0.0039      0.00035  # 1992,S.J.Mills+          ## A0507002  #dY:9.0%
         127.9            0       0.0036      0.00033  # 1992,S.J.Mills+          ## A0507002  #dY:9.2%
           131         1.43      0.00299     0.000262  # 1997,R.Michel+           ## O0276139  #dY:8.8%
           133            0      0.00348      0.00031  # 1992,S.J.Mills+          ## A0507002  #dY:8.9%
        134.08         0.31      0.00239      0.00015  # 2021,M.B.Fox+            ## C2702042  #dY:6.3%
         137.9            0      0.00346      0.00031  # 1992,S.J.Mills+          ## A0507002  #dY:9.0%
           140         1.35      0.00289     0.000261  # 1997,R.Michel+           ## O0276139  #dY:9.0%
         142.7            0      0.00335       0.0003  # 1992,S.J.Mills+          ## A0507002  #dY:9.0%
         147.5            0      0.00295      0.00026  # 1992,S.J.Mills+          ## A0507002  #dY:8.8%
           148         1.26      0.00267     0.000258  # 1997,R.Michel+           ## O0276139  #dY:9.7%
        148.86         0.29      0.00244      0.00014  # 2021,M.B.Fox+            ## C2702042  #dY:5.7%
         153.1            0      0.00292      0.00025  # 1992,S.J.Mills+          ## A0507002  #dY:8.6%
           158         1.14      0.00249     0.000244  # 1997,R.Michel+           ## O0276139  #dY:9.8%
         158.7            0      0.00286      0.00025  # 1992,S.J.Mills+          ## A0507002  #dY:8.7%
        163.49         0.27      0.00186      0.00012  # 2021,M.B.Fox+            ## C2702042  #dY:6.5%
         164.1            0       0.0027      0.00023  # 1992,S.J.Mills+          ## A0507002  #dY:8.5%
         169.4            0      0.00271      0.00023  # 1992,S.J.Mills+          ## A0507002  #dY:8.5%
         177.2            0      0.00252      0.00021  # 1992,S.J.Mills+          ## A0507002  #dY:8.3%
        177.28         0.26      0.00216      0.00013  # 2021,M.B.Fox+            ## C2702042  #dY:6.0%
         183.8            0      0.00233       0.0002  # 1992,S.J.Mills+          ## A0507002  #dY:8.6%
         190.2            0       0.0022      0.00019  # 1992,S.J.Mills+          ## A0507002  #dY:8.6%
        192.54        0.245      0.00171      0.00011  # 2021,M.B.Fox+            ## C2702042  #dY:6.4%
         196.6            0      0.00202      0.00017  # 1992,S.J.Mills+          ## A0507002  #dY:8.4%
         214.4            0       0.0016       0.0002  # 1997,M.Fassbender+       ## O0722002  #dY:12.5%
         254.1            0       0.0012       0.0002  # 1997,M.Fassbender+       ## O0722002  #dY:16.7%
           590            0      0.00081       0.0001  # 1971,J.E.Cline+          ## B0085002  #dY:12.3%
           660            0      0.00074         5e-5  # 1990,Yu.V.Aleksandrov+   ## A0502004  #dY:6.8%
           660            0     0.000457       3.5e-5  # 1996,Yu.V.Aleksandrov+   ## A0580003  #dY:7.7%
          1600            0     0.000433       6.3e-5  # 1995,R.Michel+           ## O0277201  #dY:14.5%
          3900            0     0.000126         5e-6  # 1974,J.B.Cumming+        ## O0542051  #dY:4.0%
//
#-------------------------------------------------------------------------------
